"person","timePeriod","office","dbin","dbout"
"http://dbpedia.org/resource/Edwin_Linkomies","http://dbpedia.org/resource/Edwin_Linkomies__1","Prime Minister of Finland","33","115"
"http://dbpedia.org/resource/Constantin_Sănătescu","http://dbpedia.org/resource/Constantin_Sănătescu__1","Prime Minister of Romania","41","72"
"http://dbpedia.org/resource/A._K._Fazlul_Huq","http://dbpedia.org/resource/A._K._Fazlul_Huq__3","Prime Minister of Bengal","121","112"
"http://dbpedia.org/resource/Anselmo_Alliegro_y_Milá","http://dbpedia.org/resource/Anselmo_Alliegro_y_Milá__1","Prime Minister of Cuba","23","69"
"http://dbpedia.org/resource/Björn_Þórðarson","http://dbpedia.org/resource/Björn_Þórðarson__1","Prime Minister of Iceland","30","25"
"http://dbpedia.org/resource/Ramón_Zaydín","http://dbpedia.org/resource/Ramón_Zaydín__1","Prime Minister of Cuba","17","31"
"http://dbpedia.org/resource/Georgios_Tsolakoglou","http://dbpedia.org/resource/Georgios_Tsolakoglou__1","Prime Minister of theHellenic State","46","102"
"http://dbpedia.org/resource/Konstantinos_Logothetopoulos","http://dbpedia.org/resource/Konstantinos_Logothetopoulos__1","Prime Minister of theHellenic State","30","48"
"http://dbpedia.org/resource/Refik_Saydam","http://dbpedia.org/resource/Refik_Saydam__1","Prime Minister of Turkey","32","99"
"http://dbpedia.org/resource/Petro_Trad","http://dbpedia.org/resource/Petro_Trad__2","Prime Minister of French Mandate of Lebanon","15","64"
"http://dbpedia.org/resource/Krushna_Chandra_Gajapati","http://dbpedia.org/resource/Krushna_Chandra_Gajapati__1","Prime Minister of Odisha","8","60"
"http://dbpedia.org/resource/Sami_as-Solh","http://dbpedia.org/resource/Sami_as-Solh__1","Prime Minister of Lebanon","26","11"
"http://dbpedia.org/resource/Georges_Bidault","http://dbpedia.org/resource/Georges_Bidault__2","Prime Minister of France","117","138"
"http://dbpedia.org/resource/Johan_Nygaardsvold","http://dbpedia.org/resource/Johan_Nygaardsvold__1","Prime Minister of Norway","78","78"
"http://dbpedia.org/resource/Khawaja_Nazimuddin","http://dbpedia.org/resource/Khawaja_Nazimuddin__3","Prime Minister of Bengal","160","162"
"http://dbpedia.org/resource/Hamdi_al-Pachachi","http://dbpedia.org/resource/Hamdi_al-Pachachi__1","Prime Minister of Iraq","25","60"
"http://dbpedia.org/resource/Damaskinos_of_Athens__137th__1","http://dbpedia.org/resource/Damaskinos_of_Athens__137th__1__1","Prime Minister of Greece","-1","-1"
"http://dbpedia.org/resource/Riad_Al_Solh","http://dbpedia.org/resource/Riad_Al_Solh__1","Prime Minister of Lebanon","66","80"
"http://dbpedia.org/resource/Tihon_Konstantinov","http://dbpedia.org/resource/Tihon_Konstantinov__1","Prime Minister of Moldova1","23","49"
"http://dbpedia.org/resource/Saadi_Al_Munla","http://dbpedia.org/resource/Saadi_Al_Munla__1","Prime Minister of Lebanon","4","19"
"http://dbpedia.org/resource/Janak_Singh","http://dbpedia.org/resource/Janak_Singh__1","Prime Minister ofJammu and Kashmir","6","19"
"http://dbpedia.org/resource/Mauno_Pekkala","http://dbpedia.org/resource/Mauno_Pekkala__1","Prime Minister of Finland","31","40"
"http://dbpedia.org/resource/Paul-Henri_Spaak","http://dbpedia.org/resource/Paul-Henri_Spaak__1","Prime Minister of Belgium","136","175"
"http://dbpedia.org/resource/Huseyn_Shaheed_Suhrawardy","http://dbpedia.org/resource/Huseyn_Shaheed_Suhrawardy__3","Prime Minister of Bengal","161","226"
"http://dbpedia.org/resource/Mahmoud_an-Nukrashi_Pasha","http://dbpedia.org/resource/Mahmoud_an-Nukrashi_Pasha__1","Prime Minister of Egypt","33","52"
"http://dbpedia.org/resource/Solomone_Ula_Ata","http://dbpedia.org/resource/Solomone_Ula_Ata__1","Prime Minister of Tonga","-1","-1"
"http://dbpedia.org/resource/Nazim_al-Kudsi","http://dbpedia.org/resource/Nazim_al-Kudsi__2","Prime Minister of Syria","76","129"
"http://dbpedia.org/resource/Tomasz_Arciszewski","http://dbpedia.org/resource/Tomasz_Arciszewski__1","Prime Minister of Poland","36","133"
"http://dbpedia.org/resource/Muzahim_al-Pachachi","http://dbpedia.org/resource/Muzahim_al-Pachachi__1","Prime Minister of Iraq","24","83"
"http://dbpedia.org/resource/Camille_Huysmans","http://dbpedia.org/resource/Camille_Huysmans__1","Prime Minister of Belgium","40","101"
"http://dbpedia.org/resource/Mehr_Chand_Mahajan","http://dbpedia.org/resource/Mehr_Chand_Mahajan__2","Prime Minister of Jammu and Kashmir","18","51"
"http://dbpedia.org/resource/Amir_Sjarifuddin","http://dbpedia.org/resource/Amir_Sjarifuddin__1","Prime Minister of Indonesia","69","117"
"http://dbpedia.org/resource/Salih_Jabr","http://dbpedia.org/resource/Salih_Jabr__1","Prime Minister of Iraq","-1","-1"
"http://dbpedia.org/resource/William_Lyon_Mackenzie_King","http://dbpedia.org/resource/William_Lyon_Mackenzie_King__1","Prime Minister of Canada","997","504"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__5","Prime Minister of Jordan","38","70"
"http://dbpedia.org/resource/Jean_Duvieusart","http://dbpedia.org/resource/Jean_Duvieusart__1","Prime Minister of Belgium","19","57"
"http://dbpedia.org/resource/Andrass_Samuelsen","http://dbpedia.org/resource/Andrass_Samuelsen__1","Prime Minister of the Faroe Islands","11","53"
"http://dbpedia.org/resource/Saeb_Salam","http://dbpedia.org/resource/Saeb_Salam__1","Prime Minister of Lebanon","45","78"
"http://dbpedia.org/resource/Sofoklis_Venizelos","http://dbpedia.org/resource/Sofoklis_Venizelos__1","Prime Minister of Greece","62","68"
"http://dbpedia.org/resource/Mohammad_Natsir","http://dbpedia.org/resource/Mohammad_Natsir__1","Prime Minister of Indonesia","41","97"
"http://dbpedia.org/resource/Ali_Mahir_Pasha","http://dbpedia.org/resource/Ali_Mahir_Pasha__1","Prime Minister of Egypt","51","34"
"http://dbpedia.org/resource/Joseph_Pholien","http://dbpedia.org/resource/Joseph_Pholien__1","Prime Minister of Belgium","20","53"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__4","Prime Minister of Jordan","38","70"
"http://dbpedia.org/resource/Hussein_Al_Oweini","http://dbpedia.org/resource/Hussein_Al_Oweini__2","Prime Minister of Lebanon","-1","-1"
"http://dbpedia.org/resource/Pierre_Dupong","http://dbpedia.org/resource/Pierre_Dupong__1","Prime Minister of Luxembourg","54","63"
"http://dbpedia.org/resource/Burhanuddin_Harahap","http://dbpedia.org/resource/Burhanuddin_Harahap__1","Prime Minister of Indonesia","22","49"
"http://dbpedia.org/resource/Fawzi_al-Mulki","http://dbpedia.org/resource/Fawzi_al-Mulki__1","Prime Minister of Jordan","10","58"
"http://dbpedia.org/resource/Jean_Van_Houtte","http://dbpedia.org/resource/Jean_Van_Houtte__1","Prime Minister of Belgium","19","53"
"http://dbpedia.org/resource/Ralf_Törngren","http://dbpedia.org/resource/Ralf_Törngren__1","Prime Minister of Finland","40","52"
"http://dbpedia.org/resource/Muhammad_Fadhel_al-Jamali","http://dbpedia.org/resource/Muhammad_Fadhel_al-Jamali__1","Prime Minister of Iraq","25","69"
"http://dbpedia.org/resource/Sakari_Tuomioja","http://dbpedia.org/resource/Sakari_Tuomioja__1","Prime Minister of Finland","39","66"
"http://dbpedia.org/resource/Chan_Nak","http://dbpedia.org/resource/Chan_Nak__1","Prime Minister of Cambodia","8","17"
"http://dbpedia.org/resource/Hazza'_al-Majali","http://dbpedia.org/resource/Hazza'_al-Majali__2","Prime Minister of Jordan","36","78"
"http://dbpedia.org/resource/Mustafa_Mahmud_al-Umari","http://dbpedia.org/resource/Mustafa_Mahmud_al-Umari__1","Prime Minister of Iraq","9","19"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__3","Prime Minister of Jordan","38","70"
"http://dbpedia.org/resource/Godfrey_Huggins","http://dbpedia.org/resource/Godfrey_Huggins__1","Prime Minister of the Federation of Rhodesia and Nyasaland","-1","-1"
"http://dbpedia.org/resource/Godfrey_Huggins","http://dbpedia.org/resource/Godfrey_Huggins__2","Prime Minister of Southern Rhodesia","-1","-1"
"http://dbpedia.org/resource/Ahmed_Balafrej","http://dbpedia.org/resource/Ahmed_Balafrej__1","Prime Minister of Morocco","9","45"
"http://dbpedia.org/resource/Mbarek_Bekkay","http://dbpedia.org/resource/Mbarek_Bekkay__1","Prime Minister of Morocco","14","43"
"http://dbpedia.org/resource/Djuanda_Kartawidjaja","http://dbpedia.org/resource/Djuanda_Kartawidjaja__1","Prime Minister of Indonesia","40","38"
"http://dbpedia.org/resource/V._J._Sukselainen","http://dbpedia.org/resource/V._J._Sukselainen__1","Prime Minister of Finland","49","62"
"http://dbpedia.org/resource/Rainer_von_Fieandt","http://dbpedia.org/resource/Rainer_von_Fieandt__1","Prime Minister of Finland","19","29"
"http://dbpedia.org/resource/Abdul-Wahab_Mirjan","http://dbpedia.org/resource/Abdul-Wahab_Mirjan__1","Prime Minister of Iraq","19","35"
"http://dbpedia.org/resource/Habib_Bourguiba","http://dbpedia.org/resource/Habib_Bourguiba__2","Prime Minister of Tunisia","232","131"
"http://dbpedia.org/resource/Nuri_al-Said","http://dbpedia.org/resource/Nuri_al-Said__1","Prime Minister of Iraq","-1","-1"
"http://dbpedia.org/resource/Garfield_Todd","http://dbpedia.org/resource/Garfield_Todd__1","Prime Minister of Southern Rhodesia","43","106"
"http://dbpedia.org/resource/Karl-August_Fagerholm","http://dbpedia.org/resource/Karl-August_Fagerholm__1","Prime Minister of Finland","75","147"
"http://dbpedia.org/resource/Willem_Drees","http://dbpedia.org/resource/Willem_Drees__1","Prime Minister of the Netherlands","110","212"
"http://dbpedia.org/resource/I._I._Chundrigar","http://dbpedia.org/resource/I._I._Chundrigar__1","Prime Minister of Pakistan","-1","-1"
"http://dbpedia.org/resource/S._W._R._D._Bandaranaike","http://dbpedia.org/resource/S._W._R._D._Bandaranaike__1","Prime Minister of Ceylon","180","162"
"http://dbpedia.org/resource/Hermann_Jónasson","http://dbpedia.org/resource/Hermann_Jónasson__1","Prime Minister of Iceland","53","45"
"http://dbpedia.org/resource/Joseph_Bech","http://dbpedia.org/resource/Joseph_Bech__1","Prime Minister of Luxembourg","90","113"
"http://dbpedia.org/resource/Ahmad_Mukhtar_Baban","http://dbpedia.org/resource/Ahmad_Mukhtar_Baban__1","Prime Minister of Iraq","13","26"
"http://dbpedia.org/resource/Pierre_Frieden","http://dbpedia.org/resource/Pierre_Frieden__1","Prime Minister of Luxembourg","26","54"
"http://dbpedia.org/resource/Achille_Van_Acker","http://dbpedia.org/resource/Achille_Van_Acker__1","Prime Minister of Belgium","45","64"
"http://dbpedia.org/resource/Reino_Kuuskoski","http://dbpedia.org/resource/Reino_Kuuskoski__1","Prime Minister of Finland","17","31"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__2","Prime Minister of Jordan","38","70"
"http://dbpedia.org/resource/Tanka_Prasad_Acharya","http://dbpedia.org/resource/Tanka_Prasad_Acharya__1","Prime Minister of Nepal","14","33"
"http://dbpedia.org/resource/Sim_Var","http://dbpedia.org/resource/Sim_Var__1","Prime Minister of Cambodia","-1","-1"
"http://dbpedia.org/resource/Joseph_Iléo","http://dbpedia.org/resource/Joseph_Iléo__1","Prime Minister of Congo-Léopoldville","22","45"
"http://dbpedia.org/resource/Walter_Nash","http://dbpedia.org/resource/Walter_Nash__1","Prime Minister of New Zealand","181","165"
"http://dbpedia.org/resource/Boun_Oum","http://dbpedia.org/resource/Boun_Oum__1","Prime Minister of Laos","44","61"
"http://dbpedia.org/resource/François_Tombalbaye","http://dbpedia.org/resource/François_Tombalbaye__2","Prime Minister of Chad","127","118"
"http://dbpedia.org/resource/Julius_Nyerere","http://dbpedia.org/resource/Julius_Nyerere__4","Prime Minister of Tanganyika","306","298"
"http://dbpedia.org/resource/Martti_Miettunen","http://dbpedia.org/resource/Martti_Miettunen__1","Prime Minister of Finland","49","76"
"http://dbpedia.org/resource/Abdullah_al-Sallal","http://dbpedia.org/resource/Abdullah_al-Sallal__2","Prime Minister of Yemen Arab Republic","-1","-1"
"http://dbpedia.org/resource/Basil_Brooke","_1st_Viscount_Brookeborough","http://dbpedia.org/resource/Basil_Brooke","_1st_Viscount_Brookeborough__1","Prime Minister of Northern Ireland","156","244"
"http://dbpedia.org/resource/Michel_Debré","http://dbpedia.org/resource/Michel_Debré__5","Prime Minister of France","121","205"
"http://dbpedia.org/resource/Wasfi_al-Tal","http://dbpedia.org/resource/Wasfi_al-Tal__1","Prime Minister of Jordan","45","107"
"http://dbpedia.org/resource/Edgar_Whitehead","http://dbpedia.org/resource/Edgar_Whitehead__1","Prime Minister of Southern Rhodesia","28","84"
"http://dbpedia.org/resource/Rashidi_Kawawa","http://dbpedia.org/resource/Rashidi_Kawawa__2","Prime Minister of Tanganyika","25","48"
"http://dbpedia.org/resource/Alexander_Frick","http://dbpedia.org/resource/Alexander_Frick__1","Prime Minister of Liechtenstein","31","41"
"http://dbpedia.org/resource/Antoine_Gizenga","http://dbpedia.org/resource/Antoine_Gizenga__2","Prime Minister of Congo-Stanleyville","56","48"
"http://dbpedia.org/resource/Hazza'_al-Majali","http://dbpedia.org/resource/Hazza'_al-Majali__1","Prime Minister of Jordan","36","78"
"http://dbpedia.org/resource/Josip_Broz_Tito","http://dbpedia.org/resource/Josip_Broz_Tito__2","Prime Minister of Yugoslavia","1346","727"
"http://dbpedia.org/resource/Norodom_Sihanouk__Norodom_Sihanouk__1","http://dbpedia.org/resource/Norodom_Sihanouk__Norodom_Sihanouk__1__1","Prime Minister of Cambodia","-1","-1"
"http://dbpedia.org/resource/Patrice_Lumumba","http://dbpedia.org/resource/Patrice_Lumumba__1","Prime Minister of Congo-Léopoldville","235","214"
"http://dbpedia.org/resource/Albert_Ndele","http://dbpedia.org/resource/Albert_Ndele__1","Prime Minister of Congo-Léopoldville","-1","-1"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__1","Prime Minister of Jordan","38","70"
"http://dbpedia.org/resource/Justin_Marie_Bomboko","http://dbpedia.org/resource/Justin_Marie_Bomboko__1","Prime Minister of Congo-Léopoldville","-1","-1"
"http://dbpedia.org/resource/Alec_Douglas-Home","http://dbpedia.org/resource/Alec_Douglas-Home__1","Prime Minister of the United Kingdom","522","499"
"http://dbpedia.org/resource/Jomo_Kenyatta","http://dbpedia.org/resource/Jomo_Kenyatta__2","Prime Minister of Kenya","337","195"
"http://dbpedia.org/resource/Moise_Tshombe","http://dbpedia.org/resource/Moise_Tshombe__1","Prime Minister of Congo-Léopoldville","136","76"
"http://dbpedia.org/resource/Pierre_Harmel","http://dbpedia.org/resource/Pierre_Harmel__1","Prime Minister of Belgium","47","104"
"http://dbpedia.org/resource/Cyrille_Adoula","http://dbpedia.org/resource/Cyrille_Adoula__1","Prime Minister of Congo-Léopoldville","31","30"
"http://dbpedia.org/resource/Ólafur_Thors","http://dbpedia.org/resource/Ólafur_Thors__1","Prime Minister of Iceland","75","60"
"http://dbpedia.org/resource/Ahti_Karjalainen","http://dbpedia.org/resource/Ahti_Karjalainen__1","Prime Minister of Finland","56","76"
"http://dbpedia.org/resource/Winston_Field","http://dbpedia.org/resource/Winston_Field__1","Prime Minister of Southern Rhodesia","32","69"
"http://dbpedia.org/resource/Théo_Lefèvre","http://dbpedia.org/resource/Théo_Lefèvre__1","Prime Minister of Belgium","28","52"
"http://dbpedia.org/resource/Reino_Ragnar_Lehto","http://dbpedia.org/resource/Reino_Ragnar_Lehto__1","Prime Minister of Finland","19","29"
"http://dbpedia.org/resource/Mahmud_al-Muntasir","http://dbpedia.org/resource/Mahmud_al-Muntasir__1","Prime Minister of Libya","19","54"
"http://dbpedia.org/resource/Pascal_Lissouba","http://dbpedia.org/resource/Pascal_Lissouba__2","Prime Minister of the Republic of Congo","100","54"
"http://dbpedia.org/resource/Yusuf_Zuayyin","http://dbpedia.org/resource/Yusuf_Zuayyin__2","Prime Minister of Syria","-1","-1"
"http://dbpedia.org/resource/Hussein_Al_Oweini","http://dbpedia.org/resource/Hussein_Al_Oweini__1","Prime Minister of Lebanon","-1","-1"
"http://dbpedia.org/resource/Georges_Pompidou","http://dbpedia.org/resource/Georges_Pompidou__1","Prime Minister of France","320","164"
"http://dbpedia.org/resource/Jelle_Zijlstra","http://dbpedia.org/resource/Jelle_Zijlstra__1","Prime Minister of the Netherlands","57","194"
"http://dbpedia.org/resource/Wasfi_al-Tal","http://dbpedia.org/resource/Wasfi_al-Tal__2","Prime Minister of Jordan","45","107"
"http://dbpedia.org/resource/Rafael_Paasio","http://dbpedia.org/resource/Rafael_Paasio__1","Prime Minister of Finland","44","58"
"http://dbpedia.org/resource/Stefanos_Stefanopoulos","http://dbpedia.org/resource/Stefanos_Stefanopoulos__1","Prime Minister of Greece","37","28"
"http://dbpedia.org/resource/Son_Sann","http://dbpedia.org/resource/Son_Sann__1","Prime Minister of Cambodia","53","76"
"http://dbpedia.org/resource/Abdirizak_Haji_Hussein","http://dbpedia.org/resource/Abdirizak_Haji_Hussein__1","Prime Minister of Somalia","25","43"
"http://dbpedia.org/resource/Saad_Jumaa","http://dbpedia.org/resource/Saad_Jumaa__1","Prime Minister of Jordan","9","49"
"http://dbpedia.org/resource/Saad_Jumaa","http://dbpedia.org/resource/Saad_Jumaa__2","Prime Minister of Jordan","9","49"
"http://dbpedia.org/resource/Yusuf_Zuayyin","http://dbpedia.org/resource/Yusuf_Zuayyin__1","Prime Minister of Syria","-1","-1"
"http://dbpedia.org/resource/Piet_de_Jong","http://dbpedia.org/resource/Piet_de_Jong__1","Prime Minister of the Netherlands","77","271"
"http://dbpedia.org/resource/Teuvo_Aura","http://dbpedia.org/resource/Teuvo_Aura__1","Prime Minister of Finland","45","51"
"http://dbpedia.org/resource/George_Borg_Olivier","http://dbpedia.org/resource/George_Borg_Olivier__1","Prime Minister of Malta","-1","-1"
"http://dbpedia.org/resource/Gamal_Abdel_Nasser","http://dbpedia.org/resource/Gamal_Abdel_Nasser__2","Prime Minister of Egypt","1127","504"
"http://dbpedia.org/resource/Hafez_al-Assad","http://dbpedia.org/resource/Hafez_al-Assad__2","Prime Minister of Syria","517","311"
"http://dbpedia.org/resource/Ferit_Melen","http://dbpedia.org/resource/Ferit_Melen__1","Prime Minister of Turkey","31","58"
"http://dbpedia.org/resource/Willi_Stoph","http://dbpedia.org/resource/Willi_Stoph__1","Prime Minister of East Germany","99","100"
"http://dbpedia.org/resource/Eisaku_Satō","http://dbpedia.org/resource/Eisaku_Satō__1","Prime Minister of Japan","123","130"
"http://dbpedia.org/resource/Gaston_Eyskens","http://dbpedia.org/resource/Gaston_Eyskens__1","Prime Minister of Belgium","62","113"
"http://dbpedia.org/resource/Georgios_Papadopoulos","http://dbpedia.org/resource/Georgios_Papadopoulos__2","Prime Minister of Greece","121","181"
"http://dbpedia.org/resource/Keith_Holyoake","http://dbpedia.org/resource/Keith_Holyoake__2","Prime Minister of New Zealand","295","176"
"http://dbpedia.org/resource/Jack_Marshall","http://dbpedia.org/resource/Jack_Marshall__1","Prime Minister of New Zealand","128","158"
"http://dbpedia.org/resource/Nihat_Erim","http://dbpedia.org/resource/Nihat_Erim__1","Prime Minister of Turkey","42","133"
"http://dbpedia.org/resource/Wasfi_al-Tal","http://dbpedia.org/resource/Wasfi_al-Tal__3","Prime Minister of Jordan","45","107"
"http://dbpedia.org/resource/Muammar_Gaddafi","http://dbpedia.org/resource/Muammar_Gaddafi__4","Prime Minister of Libya","1923","478"
"http://dbpedia.org/resource/Simon_Pierre_Tchoungui","http://dbpedia.org/resource/Simon_Pierre_Tchoungui__4","Prime Minister of East Cameroon","15","29"
"http://dbpedia.org/resource/Vũ_Văn_Mẫu","http://dbpedia.org/resource/Vũ_Văn_Mẫu__1","Prime Minister of the Republic of Vietnam","-1","-1"
"http://dbpedia.org/resource/Naim_Talu","http://dbpedia.org/resource/Naim_Talu__1","Prime Minister of Turkey","30","78"
"http://dbpedia.org/resource/Muhammad_Mansur_Ali","http://dbpedia.org/resource/Muhammad_Mansur_Ali__1","Prime Minister of Bangladesh","31","103"
"http://dbpedia.org/resource/Henri_Lopès","http://dbpedia.org/resource/Henri_Lopès__1","Prime Minister of Congo-Brazzaville","16","46"
"http://dbpedia.org/resource/Kakuei_Tanaka","http://dbpedia.org/resource/Kakuei_Tanaka__1","Prime Minister of Japan","123","140"
"http://dbpedia.org/resource/Francisco_Morales_Bermúdez","http://dbpedia.org/resource/Francisco_Morales_Bermúdez__1","Prime Minister of Peru","60","76"
"http://dbpedia.org/resource/Keijo_Liinamaa","http://dbpedia.org/resource/Keijo_Liinamaa__1","Prime Minister of Finland","17","61"
"http://dbpedia.org/resource/Edmond_Leburton","http://dbpedia.org/resource/Edmond_Leburton__1","Prime Minister of Belgium","24","57"
"http://dbpedia.org/resource/Mainza_Chona","http://dbpedia.org/resource/Mainza_Chona__2","Prime Minister of the Republic of Zambia","30","84"
"http://dbpedia.org/resource/Edward_Heath","http://dbpedia.org/resource/Edward_Heath__1","Prime Minister of the United Kingdom","912","546"
"http://dbpedia.org/resource/Abdul_Razak_Hussein","http://dbpedia.org/resource/Abdul_Razak_Hussein__1","Prime Minister of Malaysia","177","184"
"http://dbpedia.org/resource/Elisabeth_Domitien","http://dbpedia.org/resource/Elisabeth_Domitien__1","Prime Minister of the Central African Republic","15","31"
"http://dbpedia.org/resource/Joop_den_Uyl","http://dbpedia.org/resource/Joop_den_Uyl__1","Prime Minister of the Netherlands","157","221"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__4","Prime Minister of Jordan","37","76"
"http://dbpedia.org/resource/Rashidi_Kawawa","http://dbpedia.org/resource/Rashidi_Kawawa__1","Prime Minister of Tanzania","25","48"
"http://dbpedia.org/resource/Zaid_al-Rifai","http://dbpedia.org/resource/Zaid_al-Rifai__2","Prime Minister of Jordan","35","67"
"http://dbpedia.org/resource/Zaid_al-Rifai","http://dbpedia.org/resource/Zaid_al-Rifai__3","Prime Minister of Jordan","35","67"
"http://dbpedia.org/resource/Harold_Wilson","http://dbpedia.org/resource/Harold_Wilson__1","Prime Minister of the United Kingdom","1268","659"
"http://dbpedia.org/resource/Gaston_Thorn","http://dbpedia.org/resource/Gaston_Thorn__2","Prime Minister of Luxembourg","106","100"
"http://dbpedia.org/resource/Leo_Tindemans","http://dbpedia.org/resource/Leo_Tindemans__1","Prime Minister of Belgium","67","70"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__3","Prime Minister of Jordan","37","76"
"http://dbpedia.org/resource/Selim_Hoss","http://dbpedia.org/resource/Selim_Hoss__1","Prime Minister of Lebanon","89","64"
"http://dbpedia.org/resource/Henck_Arron","http://dbpedia.org/resource/Henck_Arron__1","Prime Minister of Suriname","33","54"
"http://dbpedia.org/resource/Miguel_Trovoada","http://dbpedia.org/resource/Miguel_Trovoada__2","Prime Minister of São Tomé and Príncipe","62","85"
"http://dbpedia.org/resource/Oliver_Seraphin","http://dbpedia.org/resource/Oliver_Seraphin__1","Prime Minister of Dominica","17","49"
"http://dbpedia.org/resource/Lopo_do_Nascimento","http://dbpedia.org/resource/Lopo_do_Nascimento__1","Prime Minister of Angola","15","19"
"http://dbpedia.org/resource/Paul_Vanden_Boeynants","http://dbpedia.org/resource/Paul_Vanden_Boeynants__1","Prime Minister of Belgium","44","67"
"http://dbpedia.org/resource/James_Callaghan","http://dbpedia.org/resource/James_Callaghan__1","Prime Minister of the United Kingdom","712","384"
"http://dbpedia.org/resource/Mashiur_Rahman_(politician_from_Rangpur)","http://dbpedia.org/resource/Mashiur_Rahman_(politician_from_Rangpur)__1","Prime Minister of Bangladesh","-1","-1"
"http://dbpedia.org/resource/Adolfo_Suárez","http://dbpedia.org/resource/Adolfo_Suárez__1","Prime Minister of Spain","155","127"
"http://dbpedia.org/resource/Hussein_Onn","http://dbpedia.org/resource/Hussein_Onn__1","Prime Minister of Malaysia","111","139"
"http://dbpedia.org/resource/Mark_Eyskens","http://dbpedia.org/resource/Mark_Eyskens__1","Prime Minister of Belgium","37","104"
"http://dbpedia.org/resource/Raymond_Barre","http://dbpedia.org/resource/Raymond_Barre__1","Prime Minister of France","118","141"
"http://dbpedia.org/resource/Abdou_Diouf","http://dbpedia.org/resource/Abdou_Diouf__3","Prime Minister of Senegal","158","99"
"http://dbpedia.org/resource/Kassim_al-Rimawi","http://dbpedia.org/resource/Kassim_al-Rimawi__1","Prime Minister of Jordan","15","74"
"http://dbpedia.org/resource/Shah_Azizur_Rahman","http://dbpedia.org/resource/Shah_Azizur_Rahman__1","Prime Minister of Bangladesh","18","52"
"http://dbpedia.org/resource/Edward_Sokoine","http://dbpedia.org/resource/Edward_Sokoine__1","Prime Minister of Tanzania","19","55"
"http://dbpedia.org/resource/Anwar_Sadat","http://dbpedia.org/resource/Anwar_Sadat__1","Prime Minister of Egypt","703","257"
"http://dbpedia.org/resource/Hosni_Mubarak","http://dbpedia.org/resource/Hosni_Mubarak__2","Prime Minister of Egypt","911","266"
"http://dbpedia.org/resource/Paul_Biya","http://dbpedia.org/resource/Paul_Biya__2","Prime Minister of Cameroon","224","130"
"http://dbpedia.org/resource/Thomas_Sankara","http://dbpedia.org/resource/Thomas_Sankara__2","Prime Minister of Upper Volta","98","220"
"http://dbpedia.org/resource/Dries_van_Agt","http://dbpedia.org/resource/Dries_van_Agt__1","Prime Minister of the Netherlands","147","226"
"http://dbpedia.org/resource/Mudar_Badran","http://dbpedia.org/resource/Mudar_Badran__2","Prime Minister of Jordan","37","76"
"http://dbpedia.org/resource/Louis_Lansana_Beavogui","http://dbpedia.org/resource/Louis_Lansana_Beavogui__2","Prime Minister of Guinea","39","56"
"http://dbpedia.org/resource/Victor_Saúde_Maria","http://dbpedia.org/resource/Victor_Saúde_Maria__1","Prime Minister of Guinea-Bissau","19","22"
"http://dbpedia.org/resource/Tufuga_Efi","http://dbpedia.org/resource/Tufuga_Efi__1","Prime Minister of Samoa","75","101"
"http://dbpedia.org/resource/Menachem_Begin","http://dbpedia.org/resource/Menachem_Begin__1","Prime Minister of Israel","607","410"
"http://dbpedia.org/resource/Laurent_Fabius","http://dbpedia.org/resource/Laurent_Fabius__2","Prime Minister of France","178","205"
"http://dbpedia.org/resource/Dom_Mintoff","http://dbpedia.org/resource/Dom_Mintoff__1","Prime Minister of Malta","99","100"
"http://dbpedia.org/resource/P._W._Botha","http://dbpedia.org/resource/P._W._Botha__1","Prime Minister of South Africa","260","207"
"http://dbpedia.org/resource/Robert_Muldoon","http://dbpedia.org/resource/Robert_Muldoon__1","Prime Minister of New Zealand","338","232"
"http://dbpedia.org/resource/Goh_Keng_Swee","http://dbpedia.org/resource/Goh_Keng_Swee__1","Prime Minister of Singapore#List of deputy prime ministersDeputy Prime Minister of Singapore","87","219"
"http://dbpedia.org/resource/Pierre_Werner","http://dbpedia.org/resource/Pierre_Werner__1","Prime Minister of Luxembourg","117","100"
"http://dbpedia.org/resource/Leabua_Jonathan","http://dbpedia.org/resource/Leabua_Jonathan__1","Prime Minister of Lesotho","53","87"
"http://dbpedia.org/resource/Ataur_Rahman_Khan","http://dbpedia.org/resource/Ataur_Rahman_Khan__1","Prime Minister of Bangladesh","19","50"
"http://dbpedia.org/resource/Paulo_Muwanga","http://dbpedia.org/resource/Paulo_Muwanga__2","Prime Minister of Uganda","32","53"
"http://dbpedia.org/resource/Ali_Nasir_Muhammad","http://dbpedia.org/resource/Ali_Nasir_Muhammad__3","Prime Minister of South Yemen","51","46"
