"person","place","date"
"http://dbpedia.org/resource/Los_Angeles_Dodgers_minor_league_players","http://dbpedia.org/resource/Berkeley,_California",1994-01-15
"http://dbpedia.org/resource/Los_Angeles_Dodgers_minor_league_players","http://dbpedia.org/resource/Berkeley,_California",1994-11-02
"http://dbpedia.org/resource/Los_Angeles_Dodgers_minor_league_players","http://dbpedia.org/resource/Berkeley,_California",1994-11-04
"http://dbpedia.org/resource/Los_Angeles_Dodgers_minor_league_players","http://dbpedia.org/resource/Berkeley,_California",1995-07-13
"http://dbpedia.org/resource/Los_Angeles_Dodgers_minor_league_players","http://dbpedia.org/resource/Berkeley,_California",1996-03-07
"http://dbpedia.org/resource/Los_Angeles_Dodgers_minor_league_players","http://dbpedia.org/resource/Berkeley,_California",1996-05-15
"http://dbpedia.org/resource/Los_Angeles_Dodgers_minor_league_players","http://dbpedia.org/resource/Berkeley,_California",1996-10-07
"http://dbpedia.org/resource/Mary_J._Rathbun","http://dbpedia.org/resource/Buffalo,_New_York",1860-06-11
"http://dbpedia.org/resource/Mike_MacDonald_(rugby_union)","http://dbpedia.org/resource/Berkeley,_California",1980-11-27
"http://dbpedia.org/resource/Newt_Allen","http://dbpedia.org/resource/Austin,_Texas",1901-05-19
"http://dbpedia.org/resource/Robert_Paterson_(composer)","http://dbpedia.org/resource/Buffalo,_New_York",1970-04-29
"http://dbpedia.org/resource/Sean_Ryan_(American_football)","http://dbpedia.org/resource/Buffalo,_New_York",1980-03-27
"http://dbpedia.org/resource/Wiley_Wiggins","http://dbpedia.org/resource/Austin,_Texas",1976-11-06
"http://dbpedia.org/resource/Alex_Skolnick","http://dbpedia.org/resource/Berkeley,_California",1968-09-29
"http://dbpedia.org/resource/Caswell_Berry","http://dbpedia.org/resource/Berkeley,_California",1983-08-13
"http://dbpedia.org/resource/Dave_Meyers_(director)","http://dbpedia.org/resource/Berkeley,_California",1980-04-22
"http://dbpedia.org/resource/Dave_Meyers_(director)","http://dbpedia.org/resource/Berkeley,_California",1980-05-01
"http://dbpedia.org/resource/Frank_Mancuso,_Jr.","http://dbpedia.org/resource/Buffalo,_New_York",1958-10-09
"http://dbpedia.org/resource/Gerald_C._Meyers","http://dbpedia.org/resource/Buffalo,_New_York",1928-12-05
"http://dbpedia.org/resource/Joe_Ehrmann","http://dbpedia.org/resource/Buffalo,_New_York",1949-03-29
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1969-05-01
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1971-03-23
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1971-08-09
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1972-05-02
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1974-05-23
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1974-06-20
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1974-10-22
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1975-12-14
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1975-12-29
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1976-01-21
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1976-05-23
"http://dbpedia.org/resource/List_of_Playboy_Playmates_of_1997","http://dbpedia.org/resource/Buffalo,_New_York",1976-08-18
"http://dbpedia.org/resource/Sidney_Farber","http://dbpedia.org/resource/Buffalo,_New_York",1903-09-30
"http://dbpedia.org/resource/Augusta_Dabney","http://dbpedia.org/resource/Berkeley,_California",1918-10-23
"http://dbpedia.org/resource/Dabney_Coleman","http://dbpedia.org/resource/Austin,_Texas",1932-01-03
"http://dbpedia.org/resource/Frederick_K._Stearns","http://dbpedia.org/resource/Buffalo,_New_York",1854-12-06
"http://dbpedia.org/resource/George_A._Hormel","http://dbpedia.org/resource/Buffalo,_New_York",1860-12-04
"http://dbpedia.org/resource/Grace_Phipps","http://dbpedia.org/resource/Austin,_Texas",1992-05-04
"http://dbpedia.org/resource/Greg_Oden","http://dbpedia.org/resource/Buffalo,_New_York",1988-01-22
"http://dbpedia.org/resource/Hideo_Levy","http://dbpedia.org/resource/Berkeley,_California",1950-11-29
"http://dbpedia.org/resource/Jeanne_Bates","http://dbpedia.org/resource/Berkeley,_California",1918-05-21
"http://dbpedia.org/resource/John_Bryant_(basketball)","http://dbpedia.org/resource/Berkeley,_California",1987-06-13
"http://dbpedia.org/resource/John_Savage_Bolles","http://dbpedia.org/resource/Berkeley,_California",1905-06-25
"http://dbpedia.org/resource/Loren_Singer","http://dbpedia.org/resource/Buffalo,_New_York",1923-03-05
"http://dbpedia.org/resource/Michael_Griffin_(American_football)","http://dbpedia.org/resource/Austin,_Texas",1985-01-04
"http://dbpedia.org/resource/Neil_Campbell_(rower)","http://dbpedia.org/resource/Buffalo,_New_York",1931-09-03
"http://dbpedia.org/resource/Paul_A._Crotty","http://dbpedia.org/resource/Buffalo,_New_York","1941"
"http://dbpedia.org/resource/Peter_Wright_(tennis)","http://dbpedia.org/resource/Berkeley,_California",1963-12-08
"http://dbpedia.org/resource/Robin_Wilson_(eco-designer)","http://dbpedia.org/resource/Austin,_Texas",1969-09-26
"http://dbpedia.org/resource/Scott_Thomas_(ice_hockey)","http://dbpedia.org/resource/Buffalo,_New_York",1970-01-18
"http://dbpedia.org/resource/Terry_McGovern_(actor)","http://dbpedia.org/resource/Berkeley,_California",1942-05-11
"http://dbpedia.org/resource/Thomas_W._Parks","http://dbpedia.org/resource/Buffalo,_New_York",1939-03-16
"http://dbpedia.org/resource/Todd_Marchant","http://dbpedia.org/resource/Buffalo,_New_York",1973-08-12
"http://dbpedia.org/resource/Antoine_Thompson","http://dbpedia.org/resource/Buffalo,_New_York",1970-03-01
"http://dbpedia.org/resource/Cari_Beauchamp","http://dbpedia.org/resource/Berkeley,_California","1951"
"http://dbpedia.org/resource/Chelsea_Davis","http://dbpedia.org/resource/Austin,_Texas",1992-11-02
"http://dbpedia.org/resource/Alan_Chin_(artist)","http://dbpedia.org/resource/Berkeley,_California",1987-10-15
"http://dbpedia.org/resource/Gene_Gene_the_Dancing_Machine","http://dbpedia.org/resource/Berkeley,_California",1932-04-25
"http://dbpedia.org/resource/Andrew_Anderson_(basketball)","http://dbpedia.org/resource/Buffalo,_New_York",1945-06-06
"http://dbpedia.org/resource/Joe_Grifasi","http://dbpedia.org/resource/Buffalo,_New_York",1944-06-14
"http://dbpedia.org/resource/Carole_Keeton_Strayhorn","http://dbpedia.org/resource/Austin,_Texas",1939-09-13
"http://dbpedia.org/resource/Clifford_Stoll","http://dbpedia.org/resource/Buffalo,_New_York",1950-06-04
"http://dbpedia.org/resource/Ralph_Gilman","http://dbpedia.org/resource/Berkeley,_California",1916-03-25
"http://dbpedia.org/resource/Danny_Cater","http://dbpedia.org/resource/Austin,_Texas",1940-02-25
"http://dbpedia.org/resource/Robert_H._Gardner","http://dbpedia.org/resource/Berkeley,_California",1947-06-03
"http://dbpedia.org/resource/Ryan_Lee_(actor)","http://dbpedia.org/resource/Austin,_Texas",1996-10-04
"http://dbpedia.org/resource/George_Carter_(basketball)","http://dbpedia.org/resource/Buffalo,_New_York",1944-01-10
"http://dbpedia.org/resource/George_Hunter_(baseball)","http://dbpedia.org/resource/Buffalo,_New_York",1887-07-08
"http://dbpedia.org/resource/Wade_Townsend","http://dbpedia.org/resource/Austin,_Texas",1983-02-22
"http://dbpedia.org/resource/Harry_Emerson_Fosdick","http://dbpedia.org/resource/Buffalo,_New_York",1878-05-24
"http://dbpedia.org/resource/Joe_King_(actor)","http://dbpedia.org/resource/Austin,_Texas",1883-02-09
"http://dbpedia.org/resource/Lil_B","http://dbpedia.org/resource/Berkeley,_California",1989-08-17
"http://dbpedia.org/resource/Michelle_Beadle","http://dbpedia.org/resource/Austin,_Texas",1975-10-23
"http://dbpedia.org/resource/Ben_Breedlove","http://dbpedia.org/resource/Austin,_Texas",1993-08-08
"http://dbpedia.org/resource/Maria_Cino","http://dbpedia.org/resource/Buffalo,_New_York",1957-04-19
"http://dbpedia.org/resource/Dave_Mann_(American_football)","http://dbpedia.org/resource/Berkeley,_California",1932-06-02
"http://dbpedia.org/resource/Lou_Raymond","http://dbpedia.org/resource/Buffalo,_New_York",1894-12-11
"http://dbpedia.org/resource/Steve_Campbell_(tennis)","http://dbpedia.org/resource/Buffalo,_New_York",1970-10-12
"http://dbpedia.org/resource/Steve_Campbell_(tennis)","http://dbpedia.org/resource/Buffalo,_New_York",1970-10-22
"http://dbpedia.org/resource/Al_Matthews_(American_football)","http://dbpedia.org/resource/Austin,_Texas",1947-11-07
"http://dbpedia.org/resource/Andrea_Doll","http://dbpedia.org/resource/Buffalo,_New_York",1940-08-14
"http://dbpedia.org/resource/Arthur_Schoellkopf","http://dbpedia.org/resource/Buffalo,_New_York",1856-06-13
"http://dbpedia.org/resource/Ben_Jacques-Maynes","http://dbpedia.org/resource/Berkeley,_California",1978-09-22
"http://dbpedia.org/resource/Brandyn_Dombrowski","http://dbpedia.org/resource/Buffalo,_New_York",1985-04-03
"http://dbpedia.org/resource/James_Schevill","http://dbpedia.org/resource/Berkeley,_California",1920-06-10
"http://dbpedia.org/resource/Ken_Jackson_(American_football)","http://dbpedia.org/resource/Austin,_Texas",1929-04-26
"http://dbpedia.org/resource/Ciara","http://dbpedia.org/resource/Austin,_Texas",1985-10-25
"http://dbpedia.org/resource/Corky_Evans","http://dbpedia.org/resource/Berkeley,_California",1948-01-02
"http://dbpedia.org/resource/Dane_Krager","http://dbpedia.org/resource/Austin,_Texas",1979-05-18
"http://dbpedia.org/resource/Dede_Scozzafava","http://dbpedia.org/resource/Buffalo,_New_York",1960-04-28
"http://dbpedia.org/resource/Victoria_Chick","http://dbpedia.org/resource/Berkeley,_California","1936"
"http://dbpedia.org/resource/Greg_Golson","http://dbpedia.org/resource/Austin,_Texas",1985-09-17
"http://dbpedia.org/resource/Henry_Schoellkopf","http://dbpedia.org/resource/Buffalo,_New_York",1879-12-14
"http://dbpedia.org/resource/Ian_Murphy_(writer)","http://dbpedia.org/resource/Buffalo,_New_York",1978-10-31
"http://dbpedia.org/resource/Jacob_F._Schoellkopf_Jr.","http://dbpedia.org/resource/Buffalo,_New_York",1858-02-27
"http://dbpedia.org/resource/Kevin_Kobel","http://dbpedia.org/resource/Buffalo,_New_York",1953-10-02
"http://dbpedia.org/resource/Nanette_Burstein","http://dbpedia.org/resource/Buffalo,_New_York",1970-05-23
"http://dbpedia.org/resource/Northrup_R._Knox","http://dbpedia.org/resource/Buffalo,_New_York",1928-12-24
"http://dbpedia.org/resource/Richard_J._Maynes","http://dbpedia.org/resource/Berkeley,_California",1950-10-29
"http://dbpedia.org/resource/Sam_Bennett_(baseball)","http://dbpedia.org/resource/Austin,_Texas",1884-03-07
"http://dbpedia.org/resource/Shraga_Simmons","http://dbpedia.org/resource/Buffalo,_New_York",1961-07-01
"http://dbpedia.org/resource/Townsend_Griffiss","http://dbpedia.org/resource/Buffalo,_New_York",1900-04-04
"http://dbpedia.org/resource/Anastasia_M._Ashman","http://dbpedia.org/resource/Berkeley,_California",1964-08-08
"http://dbpedia.org/resource/Cordy_Milne","http://dbpedia.org/resource/Buffalo,_New_York",1914-04-14
"http://dbpedia.org/resource/Matt_Anderson_(volleyball)","http://dbpedia.org/resource/Buffalo,_New_York",1987-04-18
"http://dbpedia.org/resource/Peter_Stone_(professor)","http://dbpedia.org/resource/Buffalo,_New_York",1971-07-13
"http://dbpedia.org/resource/Rebecca_Grant_(American_actress)","http://dbpedia.org/resource/Buffalo,_New_York",1968-12-11
"http://dbpedia.org/resource/Chief_Wilson","http://dbpedia.org/resource/Austin,_Texas",1883-08-21
"http://dbpedia.org/resource/Dale_Brown","http://dbpedia.org/resource/Buffalo,_New_York",1956-11-02
"http://dbpedia.org/resource/Ad_Reinhardt","http://dbpedia.org/resource/Buffalo,_New_York",1913-12-24
"http://dbpedia.org/resource/Horace_White","http://dbpedia.org/resource/Buffalo,_New_York",1865-10-07
"http://dbpedia.org/resource/Robby_Takac","http://dbpedia.org/resource/Buffalo,_New_York",1964-09-30
"http://dbpedia.org/resource/Willis_Conover","http://dbpedia.org/resource/Buffalo,_New_York",1920-12-18
"http://dbpedia.org/resource/Joanie_Sommers","http://dbpedia.org/resource/Buffalo,_New_York",1941-02-24
"http://dbpedia.org/resource/Robert_O._Lowery","http://dbpedia.org/resource/Buffalo,_New_York",1916-04-20
"http://dbpedia.org/resource/Craig_Wolfley","http://dbpedia.org/resource/Buffalo,_New_York",1958-05-19
"http://dbpedia.org/resource/Daniel_House","http://dbpedia.org/resource/Berkeley,_California",1961-08-08
"http://dbpedia.org/resource/J._J._Bittenbinder","http://dbpedia.org/resource/Buffalo,_New_York",1943-09-01
"http://dbpedia.org/resource/Jim_McNally","http://dbpedia.org/resource/Buffalo,_New_York",1943-12-13
"http://dbpedia.org/resource/Kenny_Kingston","http://dbpedia.org/resource/Buffalo,_New_York",1927-02-15
"http://dbpedia.org/resource/Lowell_McAdam","http://dbpedia.org/resource/Buffalo,_New_York","1954"
"http://dbpedia.org/resource/Lowell_McAdam","http://dbpedia.org/resource/Buffalo,_New_York",1954-05-28
"http://dbpedia.org/resource/Mark_J._F._Schroeder","http://dbpedia.org/resource/Buffalo,_New_York",1955-12-13
"http://dbpedia.org/resource/Timothy_D._Bellavia","http://dbpedia.org/resource/Buffalo,_New_York","1971"
"http://dbpedia.org/resource/Timothy_D._Bellavia","http://dbpedia.org/resource/Buffalo,_New_York",1971-05-01
"http://dbpedia.org/resource/Suzi_Yoonessi","http://dbpedia.org/resource/Buffalo,_New_York",1978-02-21
"http://dbpedia.org/resource/AJ_Castillo","http://dbpedia.org/resource/Austin,_Texas",1986-10-16
"http://dbpedia.org/resource/Barbara_E._Mink","http://dbpedia.org/resource/Buffalo,_New_York",1953-09-23
"http://dbpedia.org/resource/Bob_Sarles","http://dbpedia.org/resource/Buffalo,_New_York",1957-02-12
"http://dbpedia.org/resource/Eddie_Reeves","http://dbpedia.org/resource/Austin,_Texas",1939-11-17
"http://dbpedia.org/resource/Howard_Bloom","http://dbpedia.org/resource/Buffalo,_New_York",1943-06-25
"http://dbpedia.org/resource/Leila_Janah","http://dbpedia.org/resource/Buffalo,_New_York","1982"
"http://dbpedia.org/resource/Leila_Janah","http://dbpedia.org/resource/Buffalo,_New_York",1982-10-09
"http://dbpedia.org/resource/Regina_Louise","http://dbpedia.org/resource/Austin,_Texas",1963-05-02
"http://dbpedia.org/resource/Tamer_Shaaban","http://dbpedia.org/resource/Buffalo,_New_York",1988-11-02
"http://dbpedia.org/resource/Tom_Hambridge","http://dbpedia.org/resource/Buffalo,_New_York",1960-12-20
"http://dbpedia.org/resource/Brannen_Temple","http://dbpedia.org/resource/Austin,_Texas",1970-08-26
"http://dbpedia.org/resource/Steven_Roesler","http://dbpedia.org/resource/Buffalo,_New_York",1992-05-22
"http://dbpedia.org/resource/Dawnna_Dukes","http://dbpedia.org/resource/Austin,_Texas",1963-09-03
"http://dbpedia.org/resource/Domenick_Nati","http://dbpedia.org/resource/Buffalo,_New_York",1978-11-02
"http://dbpedia.org/resource/Ellar_Coltrane","http://dbpedia.org/resource/Austin,_Texas",1994-08-27
"http://dbpedia.org/resource/Marcus_Simon","http://dbpedia.org/resource/Austin,_Texas",1970-07-01
"http://dbpedia.org/resource/Michael_Webber","http://dbpedia.org/resource/Austin,_Texas","1971"
"http://dbpedia.org/resource/Rebecca_Alexander","http://dbpedia.org/resource/Berkeley,_California",1979-02-04
"http://dbpedia.org/resource/Tessa_Seymour","http://dbpedia.org/resource/Berkeley,_California",1993-06-09
"http://dbpedia.org/resource/Andres_Cuero","http://dbpedia.org/resource/Austin,_Texas",1989-07-08
"http://dbpedia.org/resource/James_Barrier","http://dbpedia.org/resource/Buffalo,_New_York",1953-03-22
"http://dbpedia.org/resource/Lauren_Worsham","http://dbpedia.org/resource/Austin,_Texas",1982-04-04
"http://dbpedia.org/resource/Lazar_Hayward","http://dbpedia.org/resource/Buffalo,_New_York",1986-11-26
"http://dbpedia.org/resource/James_Read","http://dbpedia.org/resource/Buffalo,_New_York",1953-07-31
"http://dbpedia.org/resource/Jeff_Ott","http://dbpedia.org/resource/Berkeley,_California",1970-06-18
"http://dbpedia.org/resource/Dick_Shawn","http://dbpedia.org/resource/Buffalo,_New_York",1923-12-01
"http://dbpedia.org/resource/Paul_Vogt","http://dbpedia.org/resource/Buffalo,_New_York",1964-12-16
"http://dbpedia.org/resource/Dawn_Dunlap","http://dbpedia.org/resource/Austin,_Texas",1963-05-17
"http://dbpedia.org/resource/Jason_Vieaux","http://dbpedia.org/resource/Buffalo,_New_York",1973-07-17
"http://dbpedia.org/resource/Vic_Schaefer","http://dbpedia.org/resource/Austin,_Texas",1961-03-02
"http://dbpedia.org/resource/Mike_Ratchuk","http://dbpedia.org/resource/Buffalo,_New_York",1988-02-20
"http://dbpedia.org/resource/Ray_Sherman","http://dbpedia.org/resource/Berkeley,_California",1951-11-27
"http://dbpedia.org/resource/Dan_Hicken","http://dbpedia.org/resource/Buffalo,_New_York","1963"
"http://dbpedia.org/resource/Dan_Hicken","http://dbpedia.org/resource/Buffalo,_New_York",1963-05-12
"http://dbpedia.org/resource/Robbie_Beckett","http://dbpedia.org/resource/Austin,_Texas",1972-07-16
"http://dbpedia.org/resource/Chauncey_Olcott","http://dbpedia.org/resource/Buffalo,_New_York",1858-07-21
"http://dbpedia.org/resource/Don_Walsh","http://dbpedia.org/resource/Berkeley,_California",1931-11-02
"http://dbpedia.org/resource/Johnny_Mokan","http://dbpedia.org/resource/Buffalo,_New_York",1895-09-23
"http://dbpedia.org/resource/Joshua_Redman","http://dbpedia.org/resource/Berkeley,_California",1969-02-01
"http://dbpedia.org/resource/Russell_Arms","http://dbpedia.org/resource/Berkeley,_California",1920-02-03
"http://dbpedia.org/resource/Jane_Sibbett","http://dbpedia.org/resource/Berkeley,_California",1962-11-28
"http://dbpedia.org/resource/Buddy_Rosar","http://dbpedia.org/resource/Buffalo,_New_York",1913-07-03
"http://dbpedia.org/resource/Buddy_Rosar","http://dbpedia.org/resource/Buffalo,_New_York",1914-07-03
"http://dbpedia.org/resource/Adoniram_J._Warner","http://dbpedia.org/resource/Buffalo,_New_York",1834-01-13
"http://dbpedia.org/resource/Rob_Turner","http://dbpedia.org/resource/Austin,_Texas",1984-08-20
"http://dbpedia.org/resource/Robert_Condon","http://dbpedia.org/resource/Berkeley,_California",1912-11-10
"http://dbpedia.org/resource/Johnny_McCarthy","http://dbpedia.org/resource/Buffalo,_New_York",1934-04-25
"http://dbpedia.org/resource/Martha_Sigall","http://dbpedia.org/resource/Buffalo,_New_York",1917-04-17
"http://dbpedia.org/resource/Ted_Lewin","http://dbpedia.org/resource/Buffalo,_New_York",1935-05-06
"http://dbpedia.org/resource/Erik_Schlopy","http://dbpedia.org/resource/Buffalo,_New_York",1972-08-21
"http://dbpedia.org/resource/Mary_Wittenberg","http://dbpedia.org/resource/Buffalo,_New_York",1962-07-17
"http://dbpedia.org/resource/Steve_Kloves","http://dbpedia.org/resource/Austin,_Texas",1960-03-18
"http://dbpedia.org/resource/Chet_Falk","http://dbpedia.org/resource/Austin,_Texas",1905-05-15
"http://dbpedia.org/resource/Dan_Stearns","http://dbpedia.org/resource/Buffalo,_New_York",1861-10-17
"http://dbpedia.org/resource/Steven_Means","http://dbpedia.org/resource/Buffalo,_New_York",1989-09-16
"http://dbpedia.org/resource/Steven_Means","http://dbpedia.org/resource/Buffalo,_New_York",1990-09-16
"http://dbpedia.org/resource/Lucien_Heath","http://dbpedia.org/resource/Buffalo,_New_York","1819"
"http://dbpedia.org/resource/Michael_Ochs","http://dbpedia.org/resource/Austin,_Texas","1943"
"http://dbpedia.org/resource/Tommy_Angell","http://dbpedia.org/resource/Berkeley,_California",1924-05-06
"http://dbpedia.org/resource/Adeline_Knapp","http://dbpedia.org/resource/Buffalo,_New_York",1860-03-14
"http://dbpedia.org/resource/Rebel_Rodriguez","http://dbpedia.org/resource/Austin,_Texas","1999"
"http://dbpedia.org/resource/Bud_Cooper","http://dbpedia.org/resource/Buffalo,_New_York",1913-04-14
"http://dbpedia.org/resource/Erastus_C._Knight","http://dbpedia.org/resource/Buffalo,_New_York",1857-03-01
"http://dbpedia.org/resource/Don_Curtis","http://dbpedia.org/resource/Buffalo,_New_York",1927-05-22
"http://dbpedia.org/resource/Huck_Flener","http://dbpedia.org/resource/Austin,_Texas",1969-02-25
"http://dbpedia.org/resource/Renee_Williams","http://dbpedia.org/resource/Austin,_Texas",1977-06-04
"http://dbpedia.org/resource/Jen_Bilik","http://dbpedia.org/resource/Berkeley,_California",1969-07-21
"http://dbpedia.org/resource/Bud_Hafey","http://dbpedia.org/resource/Berkeley,_California",1912-08-06
"http://dbpedia.org/resource/Monk_Sherlock","http://dbpedia.org/resource/Buffalo,_New_York",1904-10-26
"http://dbpedia.org/resource/Cosmo_A._Cilano","http://dbpedia.org/resource/Buffalo,_New_York",1893-03-22
"http://dbpedia.org/resource/Jon_Svendsen","http://dbpedia.org/resource/Berkeley,_California",1953-10-26
"http://dbpedia.org/resource/Kitty_O'Neil_(dancer)","http://dbpedia.org/resource/Buffalo,_New_York","1855"
"http://dbpedia.org/resource/Ann_Wolfe","http://dbpedia.org/resource/Austin,_Texas",1971-01-17
"http://dbpedia.org/resource/Steven_Coppola","http://dbpedia.org/resource/Buffalo,_New_York",1984-05-22
"http://dbpedia.org/resource/Bob_Lanier_(basketball)","http://dbpedia.org/resource/Buffalo,_New_York",1948-09-10
"http://dbpedia.org/resource/David_Milch","http://dbpedia.org/resource/Buffalo,_New_York",1945-03-23
"http://dbpedia.org/resource/Death_of_Jennifer_Ann_Crecente","http://dbpedia.org/resource/Austin,_Texas",1987-09-09
"http://dbpedia.org/resource/Edward_L_Woodruff","http://dbpedia.org/resource/Buffalo,_New_York",1851-10-08
"http://dbpedia.org/resource/Maggie_Kuhn","http://dbpedia.org/resource/Buffalo,_New_York",1905-08-03
"http://dbpedia.org/resource/QT_(musician)","http://dbpedia.org/resource/Austin,_Texas","1988"
"http://dbpedia.org/resource/Travis_Mayer","http://dbpedia.org/resource/Buffalo,_New_York",1982-02-22
"http://dbpedia.org/resource/Walter_Wykes","http://dbpedia.org/resource/Austin,_Texas",1969-10-31
"http://dbpedia.org/resource/Michelle_Goldberg","http://dbpedia.org/resource/Buffalo,_New_York","1975"
"http://dbpedia.org/resource/Fred_Strickland","http://dbpedia.org/resource/Buffalo,_New_York",1966-08-15
"http://dbpedia.org/resource/Jace_Hall","http://dbpedia.org/resource/Buffalo,_New_York",1971-05-20
"http://dbpedia.org/resource/James_Bacon_(author)","http://dbpedia.org/resource/Buffalo,_New_York",1914-05-12
"http://dbpedia.org/resource/Steven_Pankow","http://dbpedia.org/resource/Buffalo,_New_York",1908-03-29
"http://dbpedia.org/resource/Vince_Sherlock","http://dbpedia.org/resource/Buffalo,_New_York",1910-05-27
"http://dbpedia.org/resource/Walter_F._Boone","http://dbpedia.org/resource/Berkeley,_California",1898-02-14
"http://dbpedia.org/resource/William_Benjamin_Kean","http://dbpedia.org/resource/Buffalo,_New_York",1897-07-09
"http://dbpedia.org/resource/Ray_Henderson","http://dbpedia.org/resource/Buffalo,_New_York",1896-12-01
"http://dbpedia.org/resource/Vincent_Gallo","http://dbpedia.org/resource/Buffalo,_New_York",1961-04-11
"http://dbpedia.org/resource/Ron_Kirk","http://dbpedia.org/resource/Austin,_Texas",1954-06-27
"http://dbpedia.org/resource/Thomas_O._Paine","http://dbpedia.org/resource/Berkeley,_California",1921-11-09
"http://dbpedia.org/resource/Andrew_Streitwieser","http://dbpedia.org/resource/Buffalo,_New_York","1927"
"http://dbpedia.org/resource/Anson_Goodyear","http://dbpedia.org/resource/Buffalo,_New_York",1877-06-20
"http://dbpedia.org/resource/George_Mohart","http://dbpedia.org/resource/Buffalo,_New_York",1892-03-06
"http://dbpedia.org/resource/Jeff_Float","http://dbpedia.org/resource/Buffalo,_New_York",1960-04-10
"http://dbpedia.org/resource/Kamani_Hill","http://dbpedia.org/resource/Berkeley,_California",1985-12-28
"http://dbpedia.org/resource/Brent_Clevlen","http://dbpedia.org/resource/Austin,_Texas",1983-10-27
"http://dbpedia.org/resource/Elise_Blackwell","http://dbpedia.org/resource/Austin,_Texas",1964-07-18
"http://dbpedia.org/resource/Carrie_Stevens","http://dbpedia.org/resource/Buffalo,_New_York",1969-05-01
"http://dbpedia.org/resource/Geri_Jewell","http://dbpedia.org/resource/Buffalo,_New_York",1956-09-13
"http://dbpedia.org/resource/John_Cipollina","http://dbpedia.org/resource/Berkeley,_California",1943-08-24
"http://dbpedia.org/resource/Laurette_Spang-McCook","http://dbpedia.org/resource/Buffalo,_New_York",1951-05-16
"http://dbpedia.org/resource/Sarah_Hagan","http://dbpedia.org/resource/Austin,_Texas",1984-05-24
"http://dbpedia.org/resource/Jason_Liebrecht","http://dbpedia.org/resource/Austin,_Texas",1973-07-11
"http://dbpedia.org/resource/Mario_Calire","http://dbpedia.org/resource/Buffalo,_New_York",1974-06-25
"http://dbpedia.org/resource/Karan_English","http://dbpedia.org/resource/Berkeley,_California",1949-03-23
"http://dbpedia.org/resource/Curtis_Jerrells","http://dbpedia.org/resource/Austin,_Texas",1987-02-05
"http://dbpedia.org/resource/James_Bartholet","http://dbpedia.org/resource/Berkeley,_California",1959-10-10
"http://dbpedia.org/resource/Kaley_Fountain","http://dbpedia.org/resource/Austin,_Texas",1988-07-01
"http://dbpedia.org/resource/Oliver_C._Brown","http://dbpedia.org/resource/Berkeley,_California",1946-12-01
"http://dbpedia.org/resource/Robert_W._Boyd","http://dbpedia.org/resource/Buffalo,_New_York",1948-03-08
"http://dbpedia.org/resource/Russell_Carrick","http://dbpedia.org/resource/Buffalo,_New_York",1889-08-06
"http://dbpedia.org/resource/Kingsley_Benedict","http://dbpedia.org/resource/Buffalo,_New_York",1878-11-14
"http://dbpedia.org/resource/Aaron_Peskin","http://dbpedia.org/resource/Berkeley,_California","1964"
"http://dbpedia.org/resource/Doug_Rowell","http://dbpedia.org/resource/Berkeley,_California",1974-03-12
"http://dbpedia.org/resource/Midori_Kono_Thiel","http://dbpedia.org/resource/Berkeley,_California",1933-06-07
"http://dbpedia.org/resource/Andy_Gullahorn","http://dbpedia.org/resource/Austin,_Texas",1976-03-26
"http://dbpedia.org/resource/Angela_Wozniak","http://dbpedia.org/resource/Buffalo,_New_York",1987-03-11
"http://dbpedia.org/resource/Hannah_Kerr","http://dbpedia.org/resource/Buffalo,_New_York",1997-01-06
"http://dbpedia.org/resource/Hugh_Elliott_(editor)","http://dbpedia.org/resource/Austin,_Texas",1964-11-27
"http://dbpedia.org/resource/Jennifer_Walden","http://dbpedia.org/resource/Austin,_Texas",1971-11-17
"http://dbpedia.org/resource/Meredith_Sheldon","http://dbpedia.org/resource/Berkeley,_California",1988-10-20
"http://dbpedia.org/resource/Vanessa_Silberman","http://dbpedia.org/resource/Berkeley,_California","--08-08"
"http://dbpedia.org/resource/Kay_Buena","http://dbpedia.org/resource/Austin,_Texas",1947-10-26
