"player","timePeriod","team","from","to"
"http://dbpedia.org/resource/David_Lee_(basketball)","http://dbpedia.org/resource/David_Lee_(basketball)__3","http://dbpedia.org/resource/Boston_Celtics","2015","2015"
"http://dbpedia.org/resource/Gerald_Green","http://dbpedia.org/resource/Gerald_Green__1","http://dbpedia.org/resource/Boston_Celtics","2005","2006"
"http://dbpedia.org/resource/Ian_Mahinmi","http://dbpedia.org/resource/Ian_Mahinmi__3","http://dbpedia.org/resource/San_Antonio_Spurs","2007","2009"
"http://dbpedia.org/resource/James_Posey","http://dbpedia.org/resource/James_Posey__5","http://dbpedia.org/resource/Boston_Celtics","2007","2007"
"http://dbpedia.org/resource/Leandro_Barbosa","http://dbpedia.org/resource/Leandro_Barbosa__7","http://dbpedia.org/resource/Boston_Celtics","2012","2012"
"http://dbpedia.org/resource/Tony_Allen_(basketball)","http://dbpedia.org/resource/Tony_Allen_(basketball)__1","http://dbpedia.org/resource/Boston_Celtics","2004","2009"
"http://dbpedia.org/resource/Vitaly_Potapenko","http://dbpedia.org/resource/Vitaly_Potapenko__3","http://dbpedia.org/resource/Boston_Celtics","1999","2001"
"http://dbpedia.org/resource/Gary_Neal","http://dbpedia.org/resource/Gary_Neal__5","http://dbpedia.org/resource/San_Antonio_Spurs","2010","2012"
"http://dbpedia.org/resource/Howard_Eisley","http://dbpedia.org/resource/Howard_Eisley__2","http://dbpedia.org/resource/San_Antonio_Spurs","1994","1994"
"http://dbpedia.org/resource/Pete_Myers","http://dbpedia.org/resource/Pete_Myers__3","http://dbpedia.org/resource/San_Antonio_Spurs","1987","1987"
"http://dbpedia.org/resource/Pete_Myers","http://dbpedia.org/resource/Pete_Myers__8","http://dbpedia.org/resource/San_Antonio_Spurs","1990","1990"
"http://dbpedia.org/resource/Randy_Brown","http://dbpedia.org/resource/Randy_Brown__3","http://dbpedia.org/resource/Boston_Celtics","2000","2001"
"http://dbpedia.org/resource/Jerryd_Bayless","http://dbpedia.org/resource/Jerryd_Bayless__5","http://dbpedia.org/resource/Boston_Celtics","2013","2013"
"http://dbpedia.org/resource/Joel_Anthony","http://dbpedia.org/resource/Joel_Anthony__3","http://dbpedia.org/resource/Boston_Celtics","2013","2013"
"http://dbpedia.org/resource/Joe_Johnson_(basketball)","http://dbpedia.org/resource/Joe_Johnson_(basketball)__1","http://dbpedia.org/resource/Boston_Celtics","2001","2001"
"http://dbpedia.org/resource/Tayshaun_Prince","http://dbpedia.org/resource/Tayshaun_Prince__3","http://dbpedia.org/resource/Boston_Celtics","2014","2014"
"http://dbpedia.org/resource/Paul_Pierce","http://dbpedia.org/resource/Paul_Pierce__1","http://dbpedia.org/resource/Boston_Celtics","1998","2012"
"http://dbpedia.org/resource/Richard_Jefferson","http://dbpedia.org/resource/Richard_Jefferson__3","http://dbpedia.org/resource/San_Antonio_Spurs","2009","2011"
"http://dbpedia.org/resource/Sam_Cassell","http://dbpedia.org/resource/Sam_Cassell__8","http://dbpedia.org/resource/Boston_Celtics","2007","2007"
"http://dbpedia.org/resource/Joe_Wolf","http://dbpedia.org/resource/Joe_Wolf__3","http://dbpedia.org/resource/Boston_Celtics","1992","1992"
"http://dbpedia.org/resource/Tiago_Splitter","http://dbpedia.org/resource/Tiago_Splitter__5","http://dbpedia.org/resource/San_Antonio_Spurs","2010","2014"
"http://dbpedia.org/resource/Jerry_Sichting","http://dbpedia.org/resource/Jerry_Sichting__2","http://dbpedia.org/resource/Boston_Celtics","1985","1987"
"http://dbpedia.org/resource/Jay_Humphries","http://dbpedia.org/resource/Jay_Humphries__4","http://dbpedia.org/resource/Boston_Celtics","1995","1995"
"http://dbpedia.org/resource/Mark_Bryant_(basketball)","http://dbpedia.org/resource/Mark_Bryant_(basketball)__10","http://dbpedia.org/resource/Boston_Celtics","2003","2003"
"http://dbpedia.org/resource/Mark_Bryant_(basketball)","http://dbpedia.org/resource/Mark_Bryant_(basketball)__7","http://dbpedia.org/resource/San_Antonio_Spurs","2001","2001"
"http://dbpedia.org/resource/Roy_Rogers_(basketball)","http://dbpedia.org/resource/Roy_Rogers_(basketball)__2","http://dbpedia.org/resource/Boston_Celtics","1997","1997"
"http://dbpedia.org/resource/Conner_Henry","http://dbpedia.org/resource/Conner_Henry__2","http://dbpedia.org/resource/Boston_Celtics","1987","1987"
"http://dbpedia.org/resource/Danny_Green_(basketball)","http://dbpedia.org/resource/Danny_Green_(basketball)__2","http://dbpedia.org/resource/Erie_BayHawks","2010","2010"
"http://dbpedia.org/resource/Danny_Green_(basketball)","http://dbpedia.org/resource/Danny_Green_(basketball)__3","http://dbpedia.org/resource/San_Antonio_Spurs","2010","2010"
"http://dbpedia.org/resource/Ed_Pinckney","http://dbpedia.org/resource/Ed_Pinckney__3","http://dbpedia.org/resource/Boston_Celtics","1988","1993"
"http://dbpedia.org/resource/Steve_Novak","http://dbpedia.org/resource/Steve_Novak__6","http://dbpedia.org/resource/San_Antonio_Spurs","2010","2010"
"http://dbpedia.org/resource/Ish_Smith","http://dbpedia.org/resource/Ish_Smith__9","http://dbpedia.org/resource/Philadelphia_76ers","2014","2014"
"http://dbpedia.org/resource/JaMychal_Green","http://dbpedia.org/resource/JaMychal_Green__4","http://dbpedia.org/resource/San_Antonio_Spurs","2014","2014"
"http://dbpedia.org/resource/Lavoy_Allen","http://dbpedia.org/resource/Lavoy_Allen__2","http://dbpedia.org/resource/Philadelphia_76ers","2011","2013"
"http://dbpedia.org/resource/Cory_Joseph","http://dbpedia.org/resource/Cory_Joseph__1","http://dbpedia.org/resource/San_Antonio_Spurs","2011","2014"
"http://dbpedia.org/resource/Nikola_Vučević","http://dbpedia.org/resource/Nikola_Vučević__2","http://dbpedia.org/resource/Philadelphia_76ers","2011","2011"
"http://dbpedia.org/resource/Devyn_Marble","http://dbpedia.org/resource/Devyn_Marble__2","http://dbpedia.org/resource/Erie_BayHawks","2014","2016"
"http://dbpedia.org/resource/JaKarr_Sampson","http://dbpedia.org/resource/JaKarr_Sampson__1","http://dbpedia.org/resource/Philadelphia_76ers","2014","2015"
"http://dbpedia.org/resource/Nick_Young_(basketball)","http://dbpedia.org/resource/Nick_Young_(basketball)__3","http://dbpedia.org/resource/Philadelphia_76ers","2012","2012"
"http://dbpedia.org/resource/Thaddeus_Young","http://dbpedia.org/resource/Thaddeus_Young__1","http://dbpedia.org/resource/Philadelphia_76ers","2007","2013"
"http://dbpedia.org/resource/Lou_Amundson","http://dbpedia.org/resource/Lou_Amundson__3","http://dbpedia.org/resource/Philadelphia_76ers","2006","2007"
"http://dbpedia.org/resource/Jeremy_Lin","http://dbpedia.org/resource/Jeremy_Lin__5","http://dbpedia.org/resource/Erie_BayHawks","2012","2012"
"http://dbpedia.org/resource/Christian_Wood","http://dbpedia.org/resource/Christian_Wood__1","http://dbpedia.org/resource/Philadelphia_76ers","2015","2015"
"http://dbpedia.org/resource/Dewayne_Dedmon","http://dbpedia.org/resource/Dewayne_Dedmon__4","http://dbpedia.org/resource/Philadelphia_76ers","2013","2013"
"http://dbpedia.org/resource/Aron_Baynes","http://dbpedia.org/resource/Aron_Baynes__5","http://dbpedia.org/resource/San_Antonio_Spurs","2012","2014"
"http://dbpedia.org/resource/Thomas_Robinson_(basketball)","http://dbpedia.org/resource/Thomas_Robinson_(basketball)__4","http://dbpedia.org/resource/Philadelphia_76ers","2014","2014"
"http://dbpedia.org/resource/Justin_Holiday","http://dbpedia.org/resource/Justin_Holiday__3","http://dbpedia.org/resource/Philadelphia_76ers","2012","2012"
"http://dbpedia.org/resource/Adreian_Payne","http://dbpedia.org/resource/Adreian_Payne__5","http://dbpedia.org/resource/Erie_BayHawks","2016","2016"
"http://dbpedia.org/resource/Bill_Chamberlain","http://dbpedia.org/resource/Bill_Chamberlain__1","http://dbpedia.org/resource/Memphis_Sounds","1972","1972"
"http://dbpedia.org/resource/Alexis_Ajinça","http://dbpedia.org/resource/Alexis_Ajinça__4","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2009","2009"
"http://dbpedia.org/resource/Donald_Sloan_(basketball)","http://dbpedia.org/resource/Donald_Sloan_(basketball)__1","http://dbpedia.org/resource/Reno_Bighorns","2010","2011"
"http://dbpedia.org/resource/Donald_Sloan_(basketball)","http://dbpedia.org/resource/Donald_Sloan_(basketball)__8","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2013","2013"
"http://dbpedia.org/resource/Hassan_Whiteside","http://dbpedia.org/resource/Hassan_Whiteside__2","http://dbpedia.org/resource/Reno_Bighorns","2010","2012"
"http://dbpedia.org/resource/Hassan_Whiteside","http://dbpedia.org/resource/Hassan_Whiteside__3","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2012","2013"
"http://dbpedia.org/resource/Jeremy_Evans","http://dbpedia.org/resource/Jeremy_Evans__4","http://dbpedia.org/resource/Texas_Legends","2015","2016"
"http://dbpedia.org/resource/Steve_Jones_(basketball)","http://dbpedia.org/resource/Steve_Jones_(basketball)__1","http://dbpedia.org/resource/Oakland_Oaks_(ABA)","1967","1968"
"http://dbpedia.org/resource/Steve_Jones_(basketball)","http://dbpedia.org/resource/Steve_Jones_(basketball)__3","http://dbpedia.org/resource/Memphis_Sounds","1970","1971"
"http://dbpedia.org/resource/Amir_Johnson","http://dbpedia.org/resource/Amir_Johnson__3","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2007","2007"
"http://dbpedia.org/resource/John_Coker_(basketball)","http://dbpedia.org/resource/John_Coker_(basketball)__9","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2001","2001"
"http://dbpedia.org/resource/Bob_Thornton","http://dbpedia.org/resource/Bob_Thornton__5","http://dbpedia.org/resource/Sioux_Falls_Skyforce","1991","1992"
"http://dbpedia.org/resource/Danny_Green_(basketball)","http://dbpedia.org/resource/Danny_Green_(basketball)__4","http://dbpedia.org/resource/Reno_Bighorns","2011","2011"
"http://dbpedia.org/resource/Steve_Novak","http://dbpedia.org/resource/Steve_Novak__5","http://dbpedia.org/resource/Reno_Bighorns","2011","2011"
"http://dbpedia.org/resource/Brandan_Wright","http://dbpedia.org/resource/Brandan_Wright__4","http://dbpedia.org/resource/Boston_Celtics","2014","2014"
"http://dbpedia.org/resource/Jae_Crowder","http://dbpedia.org/resource/Jae_Crowder__2","http://dbpedia.org/resource/Texas_Legends","2014","2014"
"http://dbpedia.org/resource/Tyler_Johnson_(basketball)","http://dbpedia.org/resource/Tyler_Johnson_(basketball)__1","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2014","2015"
"http://dbpedia.org/resource/Dwight_Powell","http://dbpedia.org/resource/Dwight_Powell__1","http://dbpedia.org/resource/Boston_Celtics","2014","2014"
"http://dbpedia.org/resource/Dwight_Powell","http://dbpedia.org/resource/Dwight_Powell__4","http://dbpedia.org/resource/Texas_Legends","2014","2015"
"http://dbpedia.org/resource/Eric_Moreland","http://dbpedia.org/resource/Eric_Moreland__2","http://dbpedia.org/resource/Reno_Bighorns","2014","2014"
"http://dbpedia.org/resource/Larry_Bird","http://dbpedia.org/resource/Larry_Bird__1","http://dbpedia.org/resource/Boston_Celtics","1979","1991"
"http://dbpedia.org/resource/Salah_Mejri","http://dbpedia.org/resource/Salah_Mejri__6","http://dbpedia.org/resource/Texas_Legends","2015","2016"
"http://dbpedia.org/resource/Josh_Richardson","http://dbpedia.org/resource/Josh_Richardson__2","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2015","2016"
"http://dbpedia.org/resource/Jeremy_Lin","http://dbpedia.org/resource/Jeremy_Lin__2","http://dbpedia.org/resource/Reno_Bighorns","2010","2010"
"http://dbpedia.org/resource/Justin_Anderson_(basketball)","http://dbpedia.org/resource/Justin_Anderson_(basketball)__2","http://dbpedia.org/resource/Texas_Legends","2015","2016"
"http://dbpedia.org/resource/E'Twaun_Moore","http://dbpedia.org/resource/E'Twaun_Moore__2","http://dbpedia.org/resource/Boston_Celtics","2011","2011"
"http://dbpedia.org/resource/Shabazz_Napier","http://dbpedia.org/resource/Shabazz_Napier__2","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2014","2015"
"http://dbpedia.org/resource/P._J._Hairston","http://dbpedia.org/resource/P._J._Hairston__1","http://dbpedia.org/resource/Texas_Legends","2014","2014"
"http://dbpedia.org/resource/Shane_Larkin","http://dbpedia.org/resource/Shane_Larkin__2","http://dbpedia.org/resource/Texas_Legends","2014","2014"
"http://dbpedia.org/resource/Dave_Joerger","http://dbpedia.org/resource/Dave_Joerger__4","http://dbpedia.org/resource/Sioux_Falls_Skyforce","2004","2006"
"http://dbpedia.org/resource/Willie_Reed","http://dbpedia.org/resource/Willie_Reed__1","http://dbpedia.org/resource/Springfield_Armor","2012","2014"
"http://dbpedia.org/resource/Willie_Reed","http://dbpedia.org/resource/Willie_Reed__2","http://dbpedia.org/resource/Reno_Bighorns","2014","2014"
"http://dbpedia.org/resource/Greg_Foster_(basketball)","http://dbpedia.org/resource/Greg_Foster_(basketball)__9","http://dbpedia.org/resource/Seattle_SuperSonics","1999","1999"
"http://dbpedia.org/resource/Josh_McRoberts","http://dbpedia.org/resource/Josh_McRoberts__2","http://dbpedia.org/resource/Idaho_Stampede","2008","2008"
"http://dbpedia.org/resource/Armond_Hill","http://dbpedia.org/resource/Armond_Hill__2","http://dbpedia.org/resource/Seattle_SuperSonics","1980","1981"
"http://dbpedia.org/resource/Fred_Vinson_(basketball)","http://dbpedia.org/resource/Fred_Vinson_(basketball)__10","http://dbpedia.org/resource/Seattle_SuperSonics","1999","1999"
"http://dbpedia.org/resource/Anthony_Tolliver","http://dbpedia.org/resource/Anthony_Tolliver__1","http://dbpedia.org/resource/Iowa_Energy","2007","2008"
"http://dbpedia.org/resource/Anthony_Tolliver","http://dbpedia.org/resource/Anthony_Tolliver__7","http://dbpedia.org/resource/Idaho_Stampede","2009","2009"
"http://dbpedia.org/resource/Phil_Pressey","http://dbpedia.org/resource/Phil_Pressey__4","http://dbpedia.org/resource/Idaho_Stampede","2015","2016"
"http://dbpedia.org/resource/Patrick_Ewing","http://dbpedia.org/resource/Patrick_Ewing__2","http://dbpedia.org/resource/Seattle_SuperSonics","2000","2000"
"http://dbpedia.org/resource/Paul_Westphal","http://dbpedia.org/resource/Paul_Westphal__3","http://dbpedia.org/resource/Seattle_SuperSonics","1980","1980"
"http://dbpedia.org/resource/Alex_Stepheson","http://dbpedia.org/resource/Alex_Stepheson__4","http://dbpedia.org/resource/Iowa_Energy","2015","2016"
"http://dbpedia.org/resource/Hassan_Whiteside","http://dbpedia.org/resource/Hassan_Whiteside__9","http://dbpedia.org/resource/Iowa_Energy","2014","2014"
"http://dbpedia.org/resource/Reggie_Bullock","http://dbpedia.org/resource/Reggie_Bullock__3","http://dbpedia.org/resource/Bakersfield_Jam","2015","2015"
"http://dbpedia.org/resource/Luke_Babbitt","http://dbpedia.org/resource/Luke_Babbitt__2","http://dbpedia.org/resource/Idaho_Stampede","2010","2012"
"http://dbpedia.org/resource/Jordan_Adams","http://dbpedia.org/resource/Jordan_Adams__2","http://dbpedia.org/resource/Iowa_Energy","2014","2015"
"http://dbpedia.org/resource/T._J._Warren","http://dbpedia.org/resource/T._J._Warren__2","http://dbpedia.org/resource/Bakersfield_Jam","2014","2015"
"http://dbpedia.org/resource/Tyler_Ennis_(basketball)","http://dbpedia.org/resource/Tyler_Ennis_(basketball)__2","http://dbpedia.org/resource/Bakersfield_Jam","2014","2015"
"http://dbpedia.org/resource/Earl_Watson","http://dbpedia.org/resource/Earl_Watson__1","http://dbpedia.org/resource/Seattle_SuperSonics","2001","2001"
"http://dbpedia.org/resource/David_Vanterpool","http://dbpedia.org/resource/David_Vanterpool__3","http://dbpedia.org/resource/Yakima_Sun_Kings","1999","2001"
"http://dbpedia.org/resource/Nate_McMillan","http://dbpedia.org/resource/Nate_McMillan__1","http://dbpedia.org/resource/Seattle_SuperSonics","1986","1997"
"http://dbpedia.org/resource/Bob_Weiss","http://dbpedia.org/resource/Bob_Weiss__4","http://dbpedia.org/resource/Seattle_SuperSonics","1967","1967"
"http://dbpedia.org/resource/Anthony_Carter","http://dbpedia.org/resource/Anthony_Carter__1","http://dbpedia.org/resource/Yakima_Sun_Kings","1998","1999"
"http://dbpedia.org/resource/Gerald_Green","http://dbpedia.org/resource/Gerald_Green__10","http://dbpedia.org/resource/Los_Angeles_D-Fenders","2011","2012"
"http://dbpedia.org/resource/Vitaly_Potapenko","http://dbpedia.org/resource/Vitaly_Potapenko__4","http://dbpedia.org/resource/Seattle_SuperSonics","2002","2005"
"http://dbpedia.org/resource/Chip_Engelland","http://dbpedia.org/resource/Chip_Engelland__2","http://dbpedia.org/resource/Yakima_Sun_Kings","1986","1988"
"http://dbpedia.org/resource/Kendall_Marshall","http://dbpedia.org/resource/Kendall_Marshall__2","http://dbpedia.org/resource/Bakersfield_Jam","2012","2012"
"http://dbpedia.org/resource/Joel_Anthony","http://dbpedia.org/resource/Joel_Anthony__2","http://dbpedia.org/resource/Iowa_Energy","2008","2008"
"http://dbpedia.org/resource/Conner_Henry","http://dbpedia.org/resource/Conner_Henry__10","http://dbpedia.org/resource/Yakima_Sun_Kings","1991","1992"
"http://dbpedia.org/resource/Jeff_Green_(basketball)","http://dbpedia.org/resource/Jeff_Green_(basketball)__1","http://dbpedia.org/resource/Seattle_SuperSonics","2007","2010"
"http://dbpedia.org/resource/Justin_Harper_(basketball)","http://dbpedia.org/resource/Justin_Harper_(basketball)__3","http://dbpedia.org/resource/Idaho_Stampede","2012","2013"
"http://dbpedia.org/resource/Justin_Harper_(basketball)","http://dbpedia.org/resource/Justin_Harper_(basketball)__6","http://dbpedia.org/resource/Los_Angeles_D-Fenders","2015","2016"
"http://dbpedia.org/resource/Jordan_Clarkson","http://dbpedia.org/resource/Jordan_Clarkson__2","http://dbpedia.org/resource/Los_Angeles_D-Fenders","2014","2015"
"http://dbpedia.org/resource/James_Johnson_(basketball,_born_1987)","http://dbpedia.org/resource/James_Johnson_(basketball,_born_1987)__2","http://dbpedia.org/resource/Iowa_Energy","2011","2011"
"http://dbpedia.org/resource/John_Jenkins_(basketball)","http://dbpedia.org/resource/John_Jenkins_(basketball)__2","http://dbpedia.org/resource/Bakersfield_Jam","2012","2013"
"http://dbpedia.org/resource/John_Jenkins_(basketball)","http://dbpedia.org/resource/John_Jenkins_(basketball)__4","http://dbpedia.org/resource/Idaho_Stampede","2014","2015"
"http://dbpedia.org/resource/Anthony_Brown_(basketball)","http://dbpedia.org/resource/Anthony_Brown_(basketball)__2","http://dbpedia.org/resource/Los_Angeles_D-Fenders","2015","2016"
"http://dbpedia.org/resource/Bryce_Dejean-Jones","http://dbpedia.org/resource/Bryce_Dejean-Jones__1","http://dbpedia.org/resource/Idaho_Stampede","2015","2016"
"http://dbpedia.org/resource/Kennedy_McIntosh","http://dbpedia.org/resource/Kennedy_McIntosh__2","http://dbpedia.org/resource/Seattle_SuperSonics","1972","1974"
"http://dbpedia.org/resource/Patty_Mills","http://dbpedia.org/resource/Patty_Mills__2","http://dbpedia.org/resource/Idaho_Stampede","2009","2010"
"http://dbpedia.org/resource/Eric_Bledsoe","http://dbpedia.org/resource/Eric_Bledsoe__2","http://dbpedia.org/resource/Bakersfield_Jam","2012","2012"
"http://dbpedia.org/resource/Alex_Jensen","http://dbpedia.org/resource/Alex_Jensen__3","http://dbpedia.org/resource/Yakima_Sun_Kings","2002","2003"
"http://dbpedia.org/resource/Quincy_Acy","http://dbpedia.org/resource/Quincy_Acy__2","http://dbpedia.org/resource/Bakersfield_Jam","2012","2013"
"http://dbpedia.org/resource/Will_Barton","http://dbpedia.org/resource/Will_Barton__2","http://dbpedia.org/resource/Idaho_Stampede","2012","2013"
"http://dbpedia.org/resource/Jarell_Martin","http://dbpedia.org/resource/Jarell_Martin__2","http://dbpedia.org/resource/Iowa_Energy","2015","2016"
"http://dbpedia.org/resource/Tyus_Jones","http://dbpedia.org/resource/Tyus_Jones__2","http://dbpedia.org/resource/Idaho_Stampede","2015","2015"
"http://dbpedia.org/resource/Tarik_Black","http://dbpedia.org/resource/Tarik_Black__3","http://dbpedia.org/resource/Los_Angeles_D-Fenders","2015","2016"
"http://dbpedia.org/resource/Shabazz_Muhammad","http://dbpedia.org/resource/Shabazz_Muhammad__2","http://dbpedia.org/resource/Iowa_Energy","2014","2014"
"http://dbpedia.org/resource/Archie_Goodwin_(basketball)","http://dbpedia.org/resource/Archie_Goodwin_(basketball)__2","http://dbpedia.org/resource/Bakersfield_Jam","2014","2015"
"http://dbpedia.org/resource/C._J._McCollum","http://dbpedia.org/resource/C._J._McCollum__2","http://dbpedia.org/resource/Idaho_Stampede","2014","2014"
"http://dbpedia.org/resource/Rudy_Gobert","http://dbpedia.org/resource/Rudy_Gobert__3","http://dbpedia.org/resource/Bakersfield_Jam","2013","2014"
"http://dbpedia.org/resource/Allen_Crabbe","http://dbpedia.org/resource/Allen_Crabbe__2","http://dbpedia.org/resource/Idaho_Stampede","2014","2014"
"http://dbpedia.org/resource/Ian_Clark_(basketball)","http://dbpedia.org/resource/Ian_Clark_(basketball)__3","http://dbpedia.org/resource/Idaho_Stampede","2015","2015"
"http://dbpedia.org/resource/Justin_Holiday","http://dbpedia.org/resource/Justin_Holiday__2","http://dbpedia.org/resource/Idaho_Stampede","2012","2013"
"http://dbpedia.org/resource/Ryan_Kelly_(basketball)","http://dbpedia.org/resource/Ryan_Kelly_(basketball)__2","http://dbpedia.org/resource/Los_Angeles_D-Fenders","2013","2016"
"http://dbpedia.org/resource/Willie_Reed","http://dbpedia.org/resource/Willie_Reed__4","http://dbpedia.org/resource/Iowa_Energy","2015","2015"
"http://dbpedia.org/resource/Antonio_Lang","http://dbpedia.org/resource/Antonio_Lang__1","http://dbpedia.org/resource/Phoenix_Suns","1994","1995"
"http://dbpedia.org/resource/Corey_Brewer","http://dbpedia.org/resource/Corey_Brewer__3","http://dbpedia.org/resource/Denver_Nuggets","2011","2012"
"http://dbpedia.org/resource/Jared_Dudley","http://dbpedia.org/resource/Jared_Dudley__2","http://dbpedia.org/resource/Phoenix_Suns","2008","2012"
"http://dbpedia.org/resource/Lance_Thomas","http://dbpedia.org/resource/Lance_Thomas__1","http://dbpedia.org/resource/Austin_Spurs","2010","2011"
"http://dbpedia.org/resource/Randy_Foye","http://dbpedia.org/resource/Randy_Foye__5","http://dbpedia.org/resource/Denver_Nuggets","2013","2015"
"http://dbpedia.org/resource/Arron_Afflalo","http://dbpedia.org/resource/Arron_Afflalo__2","http://dbpedia.org/resource/Denver_Nuggets","2009","2011"
"http://dbpedia.org/resource/Arron_Afflalo","http://dbpedia.org/resource/Arron_Afflalo__4","http://dbpedia.org/resource/Denver_Nuggets","2014","2014"
"http://dbpedia.org/resource/Bill_Chamberlain","http://dbpedia.org/resource/Bill_Chamberlain__3","http://dbpedia.org/resource/Phoenix_Suns","1973","1973"
"http://dbpedia.org/resource/Corey_Gaines","http://dbpedia.org/resource/Corey_Gaines__3","http://dbpedia.org/resource/Denver_Nuggets","1990","1990"
"http://dbpedia.org/resource/Elston_Turner","http://dbpedia.org/resource/Elston_Turner__2","http://dbpedia.org/resource/Denver_Nuggets","1984","1985"
"http://dbpedia.org/resource/Elston_Turner","http://dbpedia.org/resource/Elston_Turner__4","http://dbpedia.org/resource/Denver_Nuggets","1988","1988"
"http://dbpedia.org/resource/Monty_Williams","http://dbpedia.org/resource/Monty_Williams__3","http://dbpedia.org/resource/Denver_Nuggets","1998","1998"
"http://dbpedia.org/resource/Goran_Dragić","http://dbpedia.org/resource/Goran_Dragić__5","http://dbpedia.org/resource/Phoenix_Suns","2008","2010"
"http://dbpedia.org/resource/Goran_Dragić","http://dbpedia.org/resource/Goran_Dragić__8","http://dbpedia.org/resource/Phoenix_Suns","2012","2014"
"http://dbpedia.org/resource/Anthony_Tolliver","http://dbpedia.org/resource/Anthony_Tolliver__4","http://dbpedia.org/resource/Austin_Spurs","2008","2008"
"http://dbpedia.org/resource/DeMarre_Carroll","http://dbpedia.org/resource/DeMarre_Carroll__4","http://dbpedia.org/resource/Denver_Nuggets","2011","2011"
"http://dbpedia.org/resource/Sonny_Weems","http://dbpedia.org/resource/Sonny_Weems__1","http://dbpedia.org/resource/Denver_Nuggets","2008","2008"
"http://dbpedia.org/resource/Seth_Curry","http://dbpedia.org/resource/Seth_Curry__5","http://dbpedia.org/resource/Phoenix_Suns","2014","2014"
"http://dbpedia.org/resource/Timofey_Mozgov","http://dbpedia.org/resource/Timofey_Mozgov__5","http://dbpedia.org/resource/Denver_Nuggets","2010","2014"
"http://dbpedia.org/resource/Wesley_Johnson_(basketball)","http://dbpedia.org/resource/Wesley_Johnson_(basketball)__2","http://dbpedia.org/resource/Phoenix_Suns","2012","2012"
"http://dbpedia.org/resource/Amar'e_Stoudemire","http://dbpedia.org/resource/Amar'e_Stoudemire__1","http://dbpedia.org/resource/Phoenix_Suns","2002","2009"
"http://dbpedia.org/resource/Nenê","http://dbpedia.org/resource/Nenê__2","http://dbpedia.org/resource/Denver_Nuggets","2002","2011"
"http://dbpedia.org/resource/Pat_Riley","http://dbpedia.org/resource/Pat_Riley__3","http://dbpedia.org/resource/Phoenix_Suns","1975","1976"
"http://dbpedia.org/resource/Paul_Westphal","http://dbpedia.org/resource/Paul_Westphal__2","http://dbpedia.org/resource/Phoenix_Suns","1975","1979"
"http://dbpedia.org/resource/Paul_Westphal","http://dbpedia.org/resource/Paul_Westphal__5","http://dbpedia.org/resource/Phoenix_Suns","1983","1983"
"http://dbpedia.org/resource/Steve_Kerr","http://dbpedia.org/resource/Steve_Kerr__1","http://dbpedia.org/resource/Phoenix_Suns","1988","1988"
"http://dbpedia.org/resource/Steve_Nash","http://dbpedia.org/resource/Steve_Nash__1","http://dbpedia.org/resource/Phoenix_Suns","1996","1997"
"http://dbpedia.org/resource/Steve_Nash","http://dbpedia.org/resource/Steve_Nash__3","http://dbpedia.org/resource/Phoenix_Suns","2004","2011"
"http://dbpedia.org/resource/Grant_Hill","http://dbpedia.org/resource/Grant_Hill__3","http://dbpedia.org/resource/Phoenix_Suns","2007","2011"
"http://dbpedia.org/resource/Jason_Kidd","http://dbpedia.org/resource/Jason_Kidd__2","http://dbpedia.org/resource/Phoenix_Suns","1996","2000"
"http://dbpedia.org/resource/Tim_Hardaway","http://dbpedia.org/resource/Tim_Hardaway__4","http://dbpedia.org/resource/Denver_Nuggets","2001","2001"
"http://dbpedia.org/resource/Vince_Carter","http://dbpedia.org/resource/Vince_Carter__4","http://dbpedia.org/resource/Phoenix_Suns","2010","2010"
"http://dbpedia.org/resource/Juwan_Howard","http://dbpedia.org/resource/Juwan_Howard__3","http://dbpedia.org/resource/Denver_Nuggets","2001","2003"
"http://dbpedia.org/resource/Juwan_Howard","http://dbpedia.org/resource/Juwan_Howard__7","http://dbpedia.org/resource/Denver_Nuggets","2008","2008"
"http://dbpedia.org/resource/Wilson_Chandler","http://dbpedia.org/resource/Wilson_Chandler__2","http://dbpedia.org/resource/Denver_Nuggets","2010","2010"
"http://dbpedia.org/resource/Alonzo_Gee","http://dbpedia.org/resource/Alonzo_Gee__1","http://dbpedia.org/resource/Austin_Spurs","2009","2010"
"http://dbpedia.org/resource/Alonzo_Gee","http://dbpedia.org/resource/Alonzo_Gee__8","http://dbpedia.org/resource/Denver_Nuggets","2014","2014"
"http://dbpedia.org/resource/James_Anderson_(basketball)","http://dbpedia.org/resource/James_Anderson_(basketball)__2","http://dbpedia.org/resource/Austin_Spurs","2011","2011"
"http://dbpedia.org/resource/Reggie_Bullock","http://dbpedia.org/resource/Reggie_Bullock__2","http://dbpedia.org/resource/Phoenix_Suns","2014","2014"
"http://dbpedia.org/resource/Boban_Marjanović","http://dbpedia.org/resource/Boban_Marjanović__10","http://dbpedia.org/resource/Austin_Spurs","2015","2015"
