"person","place","date","dbin","dbout"
"http://dbpedia.org/resource/William_McVey_(sculptor)","http://dbpedia.org/resource/Cleveland","1995-05-30","-1","-1"
"http://dbpedia.org/resource/Harry_Bemis","http://dbpedia.org/resource/Cleveland","1947-05-23","14","74"
"http://dbpedia.org/resource/John_Joseph_Bernet","http://dbpedia.org/resource/Cleveland","1935-07-05","10","48"
"http://dbpedia.org/resource/Robert_C._Binkley","http://dbpedia.org/resource/Cleveland","1940","3","72"
"http://dbpedia.org/resource/William_Paston_(died_1444)","http://dbpedia.org/resource/City_of_London","1444-08-13","-1","-1"
"http://dbpedia.org/resource/Joe_Delahanty","http://dbpedia.org/resource/Cleveland","1936-01-29","10","63"
"http://dbpedia.org/resource/Dode_Paskert","http://dbpedia.org/resource/Cleveland","1959-02-12","35","50"
"http://dbpedia.org/resource/Elisabeth_Pepys","http://dbpedia.org/resource/City_of_London","1669-11-10","13","57"
"http://dbpedia.org/resource/Tom_L._Johnson","http://dbpedia.org/resource/Cleveland","1911-04-10","53","81"
"http://dbpedia.org/resource/Bunk_Congalton","http://dbpedia.org/resource/Cleveland","1937-08-19","14","90"
"http://dbpedia.org/resource/Ed_Stroud","http://dbpedia.org/resource/Cleveland","2012-07-02","14","58"
"http://dbpedia.org/resource/Eric_Arturo_Delvalle","http://dbpedia.org/resource/Cleveland","2015-10-02","27","56"
"http://dbpedia.org/resource/Bill_Bonness","http://dbpedia.org/resource/Cleveland","1977-12-03","4","13"
"http://dbpedia.org/resource/Emil_Leber","http://dbpedia.org/resource/Cleveland","1924-11-06","4","37"
"http://dbpedia.org/resource/Harley_Dillinger","http://dbpedia.org/resource/Cleveland","1959-01-08","4","41"
"http://dbpedia.org/resource/George_M._Humphrey","http://dbpedia.org/resource/Cleveland","1970-01-20","35","54"
"http://dbpedia.org/resource/Chester_C._Bolton","http://dbpedia.org/resource/Cleveland","1939-10-29","39","60"
"http://dbpedia.org/resource/John_A._McDowell","http://dbpedia.org/resource/Cleveland","1927-10-02","14","54"
"http://dbpedia.org/resource/John_Hutchins","http://dbpedia.org/resource/Cleveland","1891-11-20","22","69"
"http://dbpedia.org/resource/Juan_José_Sicre","http://dbpedia.org/resource/Cleveland","1974","11","61"
"http://dbpedia.org/resource/L._Paul_Howland","http://dbpedia.org/resource/Cleveland","1942-12-23","17","59"
"http://dbpedia.org/resource/Martin_A._Foran","http://dbpedia.org/resource/Cleveland","1921-06-28","16","68"
"http://dbpedia.org/resource/Martin_L._Sweeney","http://dbpedia.org/resource/Cleveland","1960-05-01","30","67"
"http://dbpedia.org/resource/Richard_C._Parsons","http://dbpedia.org/resource/Cleveland","1899-01-09","18","71"
"http://dbpedia.org/resource/William_L._Fiesinger","http://dbpedia.org/resource/Cleveland","1953-09-11","19","49"
"http://dbpedia.org/resource/Johnny_Kilbane","http://dbpedia.org/resource/Cleveland","1957-05-31","34","54"
"http://dbpedia.org/resource/Anton_Cerer","http://dbpedia.org/resource/Cleveland","2006","3","41"
"http://dbpedia.org/resource/Anton_Cerer","http://dbpedia.org/resource/Cleveland","2006-05-25","3","41"
"http://dbpedia.org/resource/Eddie_Prokop","http://dbpedia.org/resource/Cleveland","1955-05-30","9","43"
"http://dbpedia.org/resource/Genevieve_R._Cline","http://dbpedia.org/resource/Cleveland","1959-10-25","14","59"
"http://dbpedia.org/resource/Bruce_W._Klunder","http://dbpedia.org/resource/Cleveland","1964-04-07","4","26"
"http://dbpedia.org/resource/Ed_Spurney","http://dbpedia.org/resource/Cleveland","1932-10-11","4","41"
"http://dbpedia.org/resource/Leroy_John_Contie","_Jr.","http://dbpedia.org/resource/Cleveland","2001-05-11","14","56"
"http://dbpedia.org/resource/Gertrude_Polcar","http://dbpedia.org/resource/Cleveland","1988-09-23","6","26"
"http://dbpedia.org/resource/Josephine_Turpin_Washington","http://dbpedia.org/resource/Cleveland","1949-03-17","-1","-1"
"http://dbpedia.org/resource/Gene_Hickerson","http://dbpedia.org/resource/Cleveland","2008-10-20","30","61"
"http://dbpedia.org/resource/Reuben_Wood","http://dbpedia.org/resource/Cleveland","1864-10-01","25","80"
"http://dbpedia.org/resource/Isabel_Hampton_Robb","http://dbpedia.org/resource/Cleveland","1910-04-15","10","27"
"http://dbpedia.org/resource/Stanley_Radwan","http://dbpedia.org/resource/Cleveland","1998-04-06","2","10"
"http://dbpedia.org/resource/Harry_C._Gahn","http://dbpedia.org/resource/Cleveland","1962-11-02","19","53"
"http://dbpedia.org/resource/Robert_Nugen_Wilkin","http://dbpedia.org/resource/Cleveland","1973-02-23","11","72"
"http://dbpedia.org/resource/Big_Maybelle","http://dbpedia.org/resource/Cleveland","1972-01-23","53","126"
"http://dbpedia.org/resource/Doc_West","http://dbpedia.org/resource/Cleveland","1951-05-04","9","36"
"http://dbpedia.org/resource/Eddie_Johnson_(linebacker)","http://dbpedia.org/resource/Cleveland","2003-01-21","4","47"
"http://dbpedia.org/resource/John_W._Allen","http://dbpedia.org/resource/Cleveland","1887-10-05","21","48"
"http://dbpedia.org/resource/Shehzad_Tanweer","http://dbpedia.org/resource/City_of_London","2005-07-07","24","106"
"http://dbpedia.org/resource/Pete_Sommers","http://dbpedia.org/resource/Cleveland","1908-07-22","15","76"
"http://dbpedia.org/resource/Iolas_Huffman","http://dbpedia.org/resource/Cleveland","1989-11-12","4","64"
"http://dbpedia.org/resource/Joe_Ardner","http://dbpedia.org/resource/Cleveland","1935-09-15","6","77"
"http://dbpedia.org/resource/John_D._Thompson","_Jr.","http://dbpedia.org/resource/Cleveland","1986-10-15","12","20"
"http://dbpedia.org/resource/Les_Fusselman","http://dbpedia.org/resource/Cleveland","1970-05-21","5","67"
"http://dbpedia.org/resource/Charles_Tudor_Williams","http://dbpedia.org/resource/Cleveland","1914-01-07","-1","-1"
"http://dbpedia.org/resource/Vermel_Whalen","http://dbpedia.org/resource/Cleveland","2013-03-13","12","6"
"http://dbpedia.org/resource/Fritz_Heisler","http://dbpedia.org/resource/Cleveland","1982-03-11","7","37"
"http://dbpedia.org/resource/Fritz_Heisler","http://dbpedia.org/resource/Cleveland","1983-03-11","7","37"
"http://dbpedia.org/resource/Herb_Conyers","http://dbpedia.org/resource/Cleveland","1964-09-16","5","80"
"http://dbpedia.org/resource/Lorenzo_A._Kelsey","http://dbpedia.org/resource/Cleveland","1890-02-13","7","39"
"http://dbpedia.org/resource/Alonzo_Boone","http://dbpedia.org/resource/Cleveland","1982-04-08","3","49"
"http://dbpedia.org/resource/Bill_Greiner","http://dbpedia.org/resource/Cleveland","2009-12-19","-1","-1"
"http://dbpedia.org/resource/Roger_Peckinpaugh","http://dbpedia.org/resource/Cleveland","1977-11-17","115","147"
"http://dbpedia.org/resource/Nicholas_Dockstader","http://dbpedia.org/resource/Cleveland","1871-11-09","7","28"
"http://dbpedia.org/resource/Terry_Turner","http://dbpedia.org/resource/Cleveland","1960-07-18","51","70"
"http://dbpedia.org/resource/Charles_Taylor_Sherman","http://dbpedia.org/resource/Cleveland","1879-01-01","29","61"
"http://dbpedia.org/resource/William_Kernahan_Thomas","http://dbpedia.org/resource/Cleveland","2001-03-20","3","44"
"http://dbpedia.org/resource/Joseph_Schrembs","http://dbpedia.org/resource/Cleveland","1945-11-02","20","112"
"http://dbpedia.org/resource/Andrej_Bicenko","http://dbpedia.org/resource/Cleveland","1985","10","63"
"http://dbpedia.org/resource/Joseph_Lonardo","http://dbpedia.org/resource/Cleveland","1927-10-13","4","22"
"http://dbpedia.org/resource/Luke_Heslop","http://dbpedia.org/resource/City_of_London","1825-06-23","-1","-1"
"http://dbpedia.org/resource/Marion_Motley","http://dbpedia.org/resource/Cleveland","1999-06-27","55","137"
"http://dbpedia.org/resource/William_Collins_(representative)","http://dbpedia.org/resource/Cleveland","1878-06-18","14","23"
"http://dbpedia.org/resource/Cyrus_S._Eaton","http://dbpedia.org/resource/Cleveland","1979-05-09","45","72"
"http://dbpedia.org/resource/Edward_Rowland_Sill","http://dbpedia.org/resource/Cleveland","1887-02-27","14","37"
"http://dbpedia.org/resource/Alberto_Spencer","http://dbpedia.org/resource/Cleveland","2006-11-03","47","126"
"http://dbpedia.org/resource/Ernie_Davis","http://dbpedia.org/resource/Cleveland","1963-05-18","99","115"
"http://dbpedia.org/resource/Stuart_Buchanan","http://dbpedia.org/resource/Cleveland","1974-02-04","7","14"
"http://dbpedia.org/resource/Jimmy_Bivins","http://dbpedia.org/resource/Cleveland","2012-07-04","16","63"
"http://dbpedia.org/resource/John_J._Babka","http://dbpedia.org/resource/Cleveland","1937-03-22","16","61"
"http://dbpedia.org/resource/John_Raphael_Hagan","http://dbpedia.org/resource/Cleveland","1946-09-28","-1","-1"
"http://dbpedia.org/resource/Oscar_H._Banker","http://dbpedia.org/resource/Cleveland","1979","6","51"
"http://dbpedia.org/resource/Sim_Bullas","http://dbpedia.org/resource/Cleveland","1908-01-14","2","46"
"http://dbpedia.org/resource/Steve_O'Neill","http://dbpedia.org/resource/Cleveland","1962-01-26","140","146"
"http://dbpedia.org/resource/Ted_Stepien","http://dbpedia.org/resource/Cleveland","2007-09-10","27","83"
"http://dbpedia.org/resource/Thomas_Healy_(baseball)","http://dbpedia.org/resource/Cleveland","1977","7","37"
"http://dbpedia.org/resource/Thomas_Healy_(baseball)","http://dbpedia.org/resource/Cleveland","1977-01-10","7","37"
"http://dbpedia.org/resource/Alwin_C._Ernst","http://dbpedia.org/resource/Cleveland","1948-05-13","6","52"
"http://dbpedia.org/resource/Joe_Hughes_(baseball)","http://dbpedia.org/resource/Cleveland","1951-03-13","5","31"
"http://dbpedia.org/resource/Cyrus_Locher","http://dbpedia.org/resource/Cleveland","1929-08-17","21","60"
"http://dbpedia.org/resource/David_Voelker","http://dbpedia.org/resource/Cleveland","2013-05-21","-1","-1"
"http://dbpedia.org/resource/Frank_Delahanty","http://dbpedia.org/resource/Cleveland","1966-07-22","15","75"
"http://dbpedia.org/resource/Franklin_J._Dickman","http://dbpedia.org/resource/Cleveland","1908-02-12","9","85"
"http://dbpedia.org/resource/James_R._Panno","http://dbpedia.org/resource/Cleveland","1970-06-09","7","18"
"http://dbpedia.org/resource/Jim_Delahanty","http://dbpedia.org/resource/Cleveland","1953-10-17","36","91"
"http://dbpedia.org/resource/Larry_Manahan","http://dbpedia.org/resource/Cleveland","2002-03-30","14","25"
"http://dbpedia.org/resource/Peggy_Parratt","http://dbpedia.org/resource/Cleveland","1959-01-03","52","91"
"http://dbpedia.org/resource/Pete_Hotaling","http://dbpedia.org/resource/Cleveland","1928-07-02","22","73"
"http://dbpedia.org/resource/Raymond_Premru","http://dbpedia.org/resource/Cleveland","1998-05-08","16","100"
"http://dbpedia.org/resource/Buttons_Briggs","http://dbpedia.org/resource/Cleveland","1911-02-11","11","68"
"http://dbpedia.org/resource/Buttons_Briggs","http://dbpedia.org/resource/Cleveland","1911-02-18","11","68"
"http://dbpedia.org/resource/Paul_O'Dea","http://dbpedia.org/resource/Cleveland","1978-12-11","22","89"
"http://dbpedia.org/resource/Ralph_Caraffi","http://dbpedia.org/resource/Cleveland","1978-01-01","5","65"
"http://dbpedia.org/resource/Stanley_Chesney","http://dbpedia.org/resource/Cleveland","1978","7","52"
"http://dbpedia.org/resource/Frank_Mahnic","http://dbpedia.org/resource/Cleveland","1991-12-28","7","25"
"http://dbpedia.org/resource/Anthony_Milano","http://dbpedia.org/resource/Cleveland","1978","20","48"
"http://dbpedia.org/resource/Carl_Gaertner","http://dbpedia.org/resource/Cleveland","1952","9","50"
"http://dbpedia.org/resource/Frank_J._Battisti","http://dbpedia.org/resource/Cleveland","1994-10-19","16","96"
"http://dbpedia.org/resource/John_Potts_(baseball)","http://dbpedia.org/resource/Cleveland","1962-09-05","3","46"
"http://dbpedia.org/resource/Robert_Walker_Tayler","http://dbpedia.org/resource/Cleveland","1910-11-25","27","71"
"http://dbpedia.org/resource/Glenn_Liebhardt_(1900s_pitcher)","http://dbpedia.org/resource/Cleveland","1956-07-13","13","57"
"http://dbpedia.org/resource/Glenn_Liebhardt_(1900s_pitcher)","http://dbpedia.org/resource/Cleveland","1992-03-14","13","57"
"http://dbpedia.org/resource/Frederick_L._Taft","http://dbpedia.org/resource/Cleveland","1913-04-07","6","36"
"http://dbpedia.org/resource/Pete_Johns","http://dbpedia.org/resource/Cleveland","1964-08-09","5","45"
"http://dbpedia.org/resource/William_O._Walker","http://dbpedia.org/resource/Cleveland","1981-10-29","3","51"
"http://dbpedia.org/resource/Orlando_J._Hodge","http://dbpedia.org/resource/Cleveland","1912-04-16","-1","-1"
"http://dbpedia.org/resource/Scotty_Ingerton","http://dbpedia.org/resource/Cleveland","1956-06-15","3","50"
"http://dbpedia.org/resource/Hank_Ruszkowski","http://dbpedia.org/resource/Cleveland","2000-05-31","7","63"
"http://dbpedia.org/resource/John_Crowell_(Ohio)","http://dbpedia.org/resource/Cleveland","1883-03-08","14","51"
"http://dbpedia.org/resource/William_J._White","http://dbpedia.org/resource/Cleveland","1923-02-16","16","53"
"http://dbpedia.org/resource/Chris_Lindsay","http://dbpedia.org/resource/Cleveland","1941-01-25","7","42"
"http://dbpedia.org/resource/Amasa_Stone","http://dbpedia.org/resource/Cleveland","1883-05-11","7","13"
"http://dbpedia.org/resource/Charles_F._Brush","http://dbpedia.org/resource/Cleveland","1929-06-15","52","95"
"http://dbpedia.org/resource/Charles_Whittlesey_(geologist)","http://dbpedia.org/resource/Cleveland","1886-10-18","17","82"
"http://dbpedia.org/resource/Frederick_W._Green_(congressman)","http://dbpedia.org/resource/Cleveland","1879-06-18","20","45"
"http://dbpedia.org/resource/George_Gund_II","http://dbpedia.org/resource/Cleveland","1966-11-15","-1","-1"
"http://dbpedia.org/resource/John_Bassette","http://dbpedia.org/resource/Cleveland","2006","6","50"
"http://dbpedia.org/resource/John_Bassette","http://dbpedia.org/resource/Cleveland","2006-11-01","6","50"
"http://dbpedia.org/resource/Oscar_Johnson_(baseball)","http://dbpedia.org/resource/Cleveland","1960","19","51"
"http://dbpedia.org/resource/Oscar_Johnson_(baseball)","http://dbpedia.org/resource/Cleveland","1960-10-09","19","51"
"http://dbpedia.org/resource/Tommy_Atkins_(baseball)","http://dbpedia.org/resource/Cleveland","1956-05-07","5","31"
"http://dbpedia.org/resource/George_Strief","http://dbpedia.org/resource/Cleveland","1946-04-01","14","83"
"http://dbpedia.org/resource/Jacob_Burck","http://dbpedia.org/resource/Chicago","1982","17","80"
"http://dbpedia.org/resource/Jacob_Burck","http://dbpedia.org/resource/Chicago","1982-05-11","17","80"
"http://dbpedia.org/resource/Patrick_D._Tyrrell","http://dbpedia.org/resource/Chicago","1920","-1","-1"
"http://dbpedia.org/resource/Patrick_D._Tyrrell","http://dbpedia.org/resource/Chicago","1920-04-03","-1","-1"
"http://dbpedia.org/resource/Louis_Szathmary","http://dbpedia.org/resource/Chicago","1996-10-04","-1","-1"
"http://dbpedia.org/resource/Andrew_Barclay_Spurling","http://dbpedia.org/resource/Chicago","1906-08-13","1","48"
"http://dbpedia.org/resource/Jewel_Lafontant","http://dbpedia.org/resource/Chicago","1997-05-31","6","32"
"http://dbpedia.org/resource/Joe_Kutina","http://dbpedia.org/resource/Chicago","1912-09-13","4","48"
"http://dbpedia.org/resource/Joe_Kutina","http://dbpedia.org/resource/Chicago","1945-04-13","4","48"
"http://dbpedia.org/resource/Stephen_Polyak","http://dbpedia.org/resource/Chicago","1955-03-09","-1","-1"
"http://dbpedia.org/resource/Washboard_Sam","http://dbpedia.org/resource/Chicago","1966-11-06","28","82"
"http://dbpedia.org/resource/Yury_Verlinsky","http://dbpedia.org/resource/Chicago","2009-07-16","5","116"
"http://dbpedia.org/resource/Michael_Abramson","http://dbpedia.org/resource/Chicago","2011-03-21","4","37"
"http://dbpedia.org/resource/Morris_Jackson","http://dbpedia.org/resource/Cleveland","2004-12-12","11","24"
"http://dbpedia.org/resource/Alice_Gerstenberg","http://dbpedia.org/resource/Chicago","1972-07-28","-1","-1"
"http://dbpedia.org/resource/Bernie_Masterson","http://dbpedia.org/resource/Chicago","1963-05-16","22","75"
"http://dbpedia.org/resource/Franklin_D._Arms","http://dbpedia.org/resource/Chicago","1913-08-08","1","16"
"http://dbpedia.org/resource/Tony_Murray","http://dbpedia.org/resource/Chicago","1974-03-19","4","28"
"http://dbpedia.org/resource/Bob_Cain","http://dbpedia.org/resource/Cleveland","1997-04-08","33","69"
"http://dbpedia.org/resource/Robert_Jaskulski","http://dbpedia.org/resource/Cleveland","2002-04-26","14","27"
"http://dbpedia.org/resource/Steel_Arm_Davis","http://dbpedia.org/resource/Chicago","1941-12-07","9","41"
"http://dbpedia.org/resource/Al_Milnar","http://dbpedia.org/resource/Cleveland","2005-06-30","22","60"
"http://dbpedia.org/resource/Ed_Sweeney","http://dbpedia.org/resource/Chicago","1947-07-04","19","53"
"http://dbpedia.org/resource/Ike_Bloom","http://dbpedia.org/resource/Chicago","1930-12-15","4","35"
"http://dbpedia.org/resource/Nellie_Grant","http://dbpedia.org/resource/Chicago","1922-08-30","25","29"
"http://dbpedia.org/resource/Itzhak_Bentov","http://dbpedia.org/resource/Chicago","1979-05-25","12","56"
"http://dbpedia.org/resource/Lewis_Nordan","http://dbpedia.org/resource/Cleveland","2012-04-13","13","55"
"http://dbpedia.org/resource/Ed_McFarland","http://dbpedia.org/resource/Cleveland","1959-11-28","26","64"
"http://dbpedia.org/resource/Laurie_Reis","http://dbpedia.org/resource/Chicago","1921-01-24","5","42"
"http://dbpedia.org/resource/Richard_R._Callahan","http://dbpedia.org/resource/Chicago","1967-06-06","6","59"
"http://dbpedia.org/resource/Herb_Sies","http://dbpedia.org/resource/Chicago","1954-10-17","17","52"
"http://dbpedia.org/resource/Jimmie_Lyons","http://dbpedia.org/resource/Chicago","1963","13","64"
"http://dbpedia.org/resource/Jimmie_Lyons","http://dbpedia.org/resource/Chicago","1963-10-10","13","64"
"http://dbpedia.org/resource/Ed_Grimes","http://dbpedia.org/resource/Chicago","1974-10-05","4","36"
"http://dbpedia.org/resource/Ed_Grimes","http://dbpedia.org/resource/Chicago","1974-10-06","4","36"
"http://dbpedia.org/resource/Ole_Degnæs","http://dbpedia.org/resource/Chicago","1943","4","17"
"http://dbpedia.org/resource/Ole_Degnæs","http://dbpedia.org/resource/Chicago","1943-05-27","4","17"
"http://dbpedia.org/resource/Dick_Carroll_(baseball)","http://dbpedia.org/resource/Cleveland","1945-11-22","4","44"
"http://dbpedia.org/resource/Arnold_Jacob_Wolf","http://dbpedia.org/resource/Chicago","2008-12-23","6","62"
"http://dbpedia.org/resource/Chick_Pedroes","http://dbpedia.org/resource/Chicago","1927-08-06","7","56"
"http://dbpedia.org/resource/Mirron_(Mike)_Alexandroff","http://dbpedia.org/resource/Chicago","2001-04-20","-1","-1"
"http://dbpedia.org/resource/Alexander_Winton","http://dbpedia.org/resource/Cleveland","1932-06-21","23","20"
"http://dbpedia.org/resource/Andrew_Greeley","http://dbpedia.org/resource/Chicago","2013-05-29","86","114"
"http://dbpedia.org/resource/Babe_Dye","http://dbpedia.org/resource/Chicago","1962-01-03","72","135"
"http://dbpedia.org/resource/Brick_Owens","http://dbpedia.org/resource/Chicago","1949-11-11","24","75"
"http://dbpedia.org/resource/Dankmar_Adler","http://dbpedia.org/resource/Chicago","1900-04-16","65","71"
"http://dbpedia.org/resource/Dwight_M._Sabin","http://dbpedia.org/resource/Chicago","1902-12-22","34","79"
"http://dbpedia.org/resource/Edward_Williams_(businessman)","http://dbpedia.org/resource/Cleveland","1903-05-04","7","21"
"http://dbpedia.org/resource/Elmore_James","http://dbpedia.org/resource/Chicago","1963-05-24","346","132"
"http://dbpedia.org/resource/Ernest_Sprague","http://dbpedia.org/resource/Cleveland","1938-05-09","6","40"
"http://dbpedia.org/resource/Ernest_Sprague","http://dbpedia.org/resource/Cleveland","1938-05-10","6","40"
"http://dbpedia.org/resource/George_Anderson_(baseball)","http://dbpedia.org/resource/Cleveland","1962-05-28","12","43"
"http://dbpedia.org/resource/George_Stigler","http://dbpedia.org/resource/Chicago","1991-12-01","129","125"
"http://dbpedia.org/resource/Hermann_Irving_Schlesinger","http://dbpedia.org/resource/Chicago","1960-10-03","20","53"
"http://dbpedia.org/resource/Hy_Buller","http://dbpedia.org/resource/Cleveland","1968-08-03","24","90"
"http://dbpedia.org/resource/Jimmy_Slagle","http://dbpedia.org/resource/Chicago","1956-05-10","21","71"
"http://dbpedia.org/resource/Louis_Severance","http://dbpedia.org/resource/Cleveland","1913-06-25","11","80"
"http://dbpedia.org/resource/Marge_Kotlisky","http://dbpedia.org/resource/Chicago","1997-12-02","-1","-1"
"http://dbpedia.org/resource/Matthew_Laflin","http://dbpedia.org/resource/Chicago","1897-05-21","11","105"
"http://dbpedia.org/resource/Mircea_Eliade","http://dbpedia.org/resource/Chicago","1986-04-22","297","895"
"http://dbpedia.org/resource/Roy_Brown_(clown)","http://dbpedia.org/resource/Chicago","2001-01-22","23","44"
"http://dbpedia.org/resource/William_Draper_Harkins","http://dbpedia.org/resource/Chicago","1951-03-07","17","48"
"http://dbpedia.org/resource/William_Walker_(muralist)","http://dbpedia.org/resource/Chicago","2011-09-12","4","22"
"http://dbpedia.org/resource/William_Wrigley_III","http://dbpedia.org/resource/Chicago","1999-03-08","26","60"
"http://dbpedia.org/resource/Big_Bill_Broonzy","http://dbpedia.org/resource/Chicago","1958-08-14","270","213"
"http://dbpedia.org/resource/Mikey_Welsh","http://dbpedia.org/resource/Chicago","2011-10-08","37","94"
"http://dbpedia.org/resource/Studs_Terkel","http://dbpedia.org/resource/Chicago","2008-10-31","240","154"
"http://dbpedia.org/resource/Billy_Sunday","http://dbpedia.org/resource/Chicago","1935-11-06","164","228"
"http://dbpedia.org/resource/Bull_Moose_Jackson","http://dbpedia.org/resource/Cleveland","1989-07-31","44","96"
"http://dbpedia.org/resource/Frances_Xavier_Cabrini","http://dbpedia.org/resource/Chicago","1917-12-22","102","177"
"http://dbpedia.org/resource/Frank_Knight","http://dbpedia.org/resource/Chicago","1972-04-15","100","106"
"http://dbpedia.org/resource/Rogers_Hornsby","http://dbpedia.org/resource/Chicago","1963-01-05","357","279"
"http://dbpedia.org/resource/Carl_Stokes","http://dbpedia.org/resource/Cleveland","1996-04-03","76","133"
"http://dbpedia.org/resource/Elijah_Muhammad","http://dbpedia.org/resource/Chicago","1975-02-25","171","121"
"http://dbpedia.org/resource/Fred_Hampton","http://dbpedia.org/resource/Chicago","1969-12-04","73","115"
"http://dbpedia.org/resource/Lil_Green","http://dbpedia.org/resource/Chicago","1954-04-14","27","73"
"http://dbpedia.org/resource/Otis_Spann","http://dbpedia.org/resource/Chicago","1970-04-24","146","104"
"http://dbpedia.org/resource/Antoni_Zygmund","http://dbpedia.org/resource/Chicago","1992-05-30","54","117"
"http://dbpedia.org/resource/Bob_Bartlett","http://dbpedia.org/resource/Cleveland","1968-12-11","80","82"
"http://dbpedia.org/resource/Eugene_Field","http://dbpedia.org/resource/Chicago","1895-11-04","94","96"
"http://dbpedia.org/resource/Frank_O'Bannon","http://dbpedia.org/resource/Chicago","2003-09-13","84","115"
"http://dbpedia.org/resource/Garrett_Morgan","http://dbpedia.org/resource/Cleveland","1963-07-27","32","67"
"http://dbpedia.org/resource/Grace_Abbott","http://dbpedia.org/resource/Chicago","1939-06-19","29","47"
"http://dbpedia.org/resource/Merton_Miller","http://dbpedia.org/resource/Chicago","2000-06-03","75","101"
"http://dbpedia.org/resource/Pinetop_Smith","http://dbpedia.org/resource/Chicago","1929-03-15","54","109"
"http://dbpedia.org/resource/Antanas_Smetona","http://dbpedia.org/resource/Cleveland","1944-01-09","115","115"
"http://dbpedia.org/resource/Ida_B._Wells","http://dbpedia.org/resource/Chicago","1931-03-25","136","146"
"http://dbpedia.org/resource/Margaret_Morse_Nice","http://dbpedia.org/resource/Chicago","1974-06-26","11","50"
"http://dbpedia.org/resource/DJ_Rashad","http://dbpedia.org/resource/Chicago","2014-04-26","-1","-1"
"http://dbpedia.org/resource/Edward_J._Burling","http://dbpedia.org/resource/Chicago","1892","-1","-1"
"http://dbpedia.org/resource/James_D._McCawley","http://dbpedia.org/resource/Chicago","1999-04-10","21","70"
"http://dbpedia.org/resource/Jimmy_Doyle_(boxer)","http://dbpedia.org/resource/Cleveland","1947-06-25","5","46"
"http://dbpedia.org/resource/John_Dillon_(comedian)","http://dbpedia.org/resource/Chicago","1913-04-22","5","32"
"http://dbpedia.org/resource/Alexander_A._Maximow","http://dbpedia.org/resource/Chicago","1928-12-04","18","62"
"http://dbpedia.org/resource/Ben_Shaw_(baseball)","http://dbpedia.org/resource/Cleveland","1959-03-16","7","44"
"http://dbpedia.org/resource/Bill_Gay_(American_football)","http://dbpedia.org/resource/Chicago","2008-04-08","2","26"
"http://dbpedia.org/resource/Bill_Gay_(American_football)","http://dbpedia.org/resource/Chicago","2008-08-08","2","26"
"http://dbpedia.org/resource/Billy_Butler_(singer)","http://dbpedia.org/resource/Chicago","2015-03-31","16","47"
"http://dbpedia.org/resource/Candy_Jim_Taylor","http://dbpedia.org/resource/Chicago","1948-04-03","44","64"
"http://dbpedia.org/resource/Charles_Dougherty_(baseball)","http://dbpedia.org/resource/Chicago","1939-07-12","9","32"
"http://dbpedia.org/resource/Del_Young_(outfielder)","http://dbpedia.org/resource/Cleveland","1959-12-17","9","51"
"http://dbpedia.org/resource/George_Hoadley_(Ohio_politician)","http://dbpedia.org/resource/Cleveland","1857-02-20","12","38"
"http://dbpedia.org/resource/Jack_Farrell_(infielder)","http://dbpedia.org/resource/Chicago","1918-03-24","10","33"
"http://dbpedia.org/resource/Jack_Hardy_(catcher)","http://dbpedia.org/resource/Cleveland","1921-10-20","12","55"
"http://dbpedia.org/resource/Jimmy_O'Donnell","http://dbpedia.org/resource/Cleveland","1946-10-01","13","45"
"http://dbpedia.org/resource/John_Kane_(infielder)","http://dbpedia.org/resource/Chicago","1956-07-25","8","37"
"http://dbpedia.org/resource/John_Littlejohn","http://dbpedia.org/resource/Chicago","1994-02-01","15","58"
"http://dbpedia.org/resource/Juan_Jiménez_(baseball)","http://dbpedia.org/resource/Cleveland","2008-10-12","16","38"
"http://dbpedia.org/resource/Michael_Howlett","http://dbpedia.org/resource/Chicago","1992-05-04","21","105"
"http://dbpedia.org/resource/Nathan_Davis_(actor)","http://dbpedia.org/resource/Chicago","2008-10-15","16","45"
"http://dbpedia.org/resource/Samuel_T._Bledsoe","http://dbpedia.org/resource/Chicago","1939-03-08","14","35"
"http://dbpedia.org/resource/William_Warfield","http://dbpedia.org/resource/Chicago","2002-08-26","73","87"
"http://dbpedia.org/resource/Benny_Frankie_Cerezo","http://dbpedia.org/resource/Cleveland","2013-04-15","3","21"
"http://dbpedia.org/resource/Susan_Marshall_McDonald","http://dbpedia.org/resource/Cleveland","1992-03-17","7","38"
"http://dbpedia.org/resource/Walt_Kinzie","http://dbpedia.org/resource/Chicago","1909-11-05","10","58"
"http://dbpedia.org/resource/Akın_Kuloğlu","http://dbpedia.org/resource/Chicago","2001-08-20","22","38"
"http://dbpedia.org/resource/Aleksandras_Štromas","http://dbpedia.org/resource/Chicago","1999-06-12","11","22"
"http://dbpedia.org/resource/Barkin'_Bill_Smith","http://dbpedia.org/resource/Chicago","2000-04-24","10","67"
"http://dbpedia.org/resource/Darryl_Stingley","http://dbpedia.org/resource/Chicago","2007-04-05","40","96"
"http://dbpedia.org/resource/Ed_Hilley","http://dbpedia.org/resource/Cleveland","1956-11-14","6","64"
"http://dbpedia.org/resource/Edgar_E._Rand","http://dbpedia.org/resource/Chicago","1955-10-26","-1","-1"
"http://dbpedia.org/resource/Harold_Bradley","_Sr.","http://dbpedia.org/resource/Chicago","1973","-1","-1"
