"person","timePeriod","office","from","to","dbin","dbout"
"http://dbpedia.org/resource/Ādolfs_Bļodnieks","http://dbpedia.org/resource/Ādolfs_Bļodnieks__1","Prime Minister of Latvia","1933-03-24","1934-03-16","16","17"
"http://dbpedia.org/resource/Gaston_Doumergue","http://dbpedia.org/resource/Gaston_Doumergue__2","Prime Minister of France","1934-02-09","1934-11-08","152","185"
"http://dbpedia.org/resource/Manuel_Azaña","http://dbpedia.org/resource/Manuel_Azaña__2","Prime Minister of Spain","1931-10-14","1933-09-06","157","153"
"http://dbpedia.org/resource/Manuel_Azaña","http://dbpedia.org/resource/Manuel_Azaña__3","Prime Minister of Spain","1936-02-19","1936-05-10","157","153"
"http://dbpedia.org/resource/Yasin_al-Hashimi","http://dbpedia.org/resource/Yasin_al-Hashimi__1","Prime Minister of Iraq","1935-03-17","1936-10-30","47","53"
"http://dbpedia.org/resource/Ásgeir_Ásgeirsson","http://dbpedia.org/resource/Ásgeir_Ásgeirsson__2","Prime Minister of Iceland","1932-06-03","1934-07-28","78","65"
"http://dbpedia.org/resource/Alejandro_Lerroux","http://dbpedia.org/resource/Alejandro_Lerroux__1","Prime Minister of Spain","1933-09-12","1933-10-09","77","46"
"http://dbpedia.org/resource/Alejandro_Lerroux","http://dbpedia.org/resource/Alejandro_Lerroux__2","Prime Minister of Spain","1933-12-16","1934-04-28","77","46"
"http://dbpedia.org/resource/Alejandro_Lerroux","http://dbpedia.org/resource/Alejandro_Lerroux__3","Prime Minister of Spain","1934-10-04","1935-09-25","77","46"
"http://dbpedia.org/resource/Fidel_Dávila_Arrondo","http://dbpedia.org/resource/Fidel_Dávila_Arrondo__1","Prime Minister of Francoist Spain","1936-10-03","1937-06-03","34","37"
"http://dbpedia.org/resource/George_Mitchell_(Rhodesia)","http://dbpedia.org/resource/George_Mitchell_(Rhodesia)__1","Prime Minister of Southern Rhodesia","1933-07-05","1933-09-12","21","38"
"http://dbpedia.org/resource/Charles_de_Broqueville","http://dbpedia.org/resource/Charles_de_Broqueville__1","Prime Minister of Belgium","1932-10-22","1934-11-20","60","107"
"http://dbpedia.org/resource/Toivo_Mikael_Kivimäki","http://dbpedia.org/resource/Toivo_Mikael_Kivimäki__1","Prime Minister of Finland","1932-12-14","1936-10-07","52","80"
"http://dbpedia.org/resource/Johan_Ludwig_Mowinckel","http://dbpedia.org/resource/Johan_Ludwig_Mowinckel__3","Prime Minister of Norway","1933-03-03","1935-03-20","79","69"
"http://dbpedia.org/resource/Santiago_Casares_Quiroga","http://dbpedia.org/resource/Santiago_Casares_Quiroga__1","Prime Minister of Spain","1936-05-13","1936-07-19","33","42"
"http://dbpedia.org/resource/Alberto_Rey_de_Castro_y_Romaña","http://dbpedia.org/resource/Alberto_Rey_de_Castro_y_Romaña__1","Prime Minister of Peru","1934-05-18","1934-12-25","-1","-1"
"http://dbpedia.org/resource/Abd_Allah_Siraj","http://dbpedia.org/resource/Abd_Allah_Siraj__1","Prime Minister of Transjordan","1931-02-22","1933-10-18","-1","-1"
"http://dbpedia.org/resource/Paul-Émile_Janson","http://dbpedia.org/resource/Paul-Émile_Janson__1","Prime Minister of Belgium","1937-11-23","1938-05-15","29","71"
"http://dbpedia.org/resource/Paul_van_Zeeland","http://dbpedia.org/resource/Paul_van_Zeeland__1","Prime Minister of Belgium","1935-03-25","1937-11-23","38","55"
"http://dbpedia.org/resource/Taha_al-Hashimi","http://dbpedia.org/resource/Taha_al-Hashimi__2","Prime Minister of Iraq","1941-02-03","1941-04-01","21","33"
"http://dbpedia.org/resource/Antanas_Merkys","http://dbpedia.org/resource/Antanas_Merkys__2","Prime Minister of Lithuania","1939-11-21","1940-06-17","27","45"
"http://dbpedia.org/resource/Francisco_Gómez-Jordana_Sousa","http://dbpedia.org/resource/Francisco_Gómez-Jordana_Sousa__3","Prime Minister of Francoist Spain","1937-06-03","1938-01-31","-1","-1"
"http://dbpedia.org/resource/Hikmat_Sulayman","http://dbpedia.org/resource/Hikmat_Sulayman__1","Prime Minister of Iraq","1936-10-30","1937-08-17","28","35"
"http://dbpedia.org/resource/Jan_Syrový","http://dbpedia.org/resource/Jan_Syrový__1","Prime Minister of Czechoslovakia","1938-09-22","1938-12-01","34","207"
"http://dbpedia.org/resource/Biswanath_Das","http://dbpedia.org/resource/Biswanath_Das__3","Prime Minister of Odisha","1937-07-19","1939-11-04","27","67"
"http://dbpedia.org/resource/Nasuhi_al-Bukhari","http://dbpedia.org/resource/Nasuhi_al-Bukhari__1","Prime Minister of Syria","1939-04-05","1939-07-08","10","90"
"http://dbpedia.org/resource/Ioannis_Rallis","http://dbpedia.org/resource/Ioannis_Rallis__1","Prime Minister of theHellenic State","1943-04-07","1944-10-12","42","87"
"http://dbpedia.org/resource/Johan_Wilhelm_Rangell","http://dbpedia.org/resource/Johan_Wilhelm_Rangell__1","Prime Minister of Finland","1941-01-04","1943-03-05","25","70"
"http://dbpedia.org/resource/Antti_Hackzell","http://dbpedia.org/resource/Antti_Hackzell__1","Prime Minister of Finland","1944-08-08","1944-09-21","29","53"
"http://dbpedia.org/resource/Urho_Castrén","http://dbpedia.org/resource/Urho_Castrén__1","Prime Minister of Finland","1944-09-21","1944-11-17","24","35"
"http://dbpedia.org/resource/J._M._Andrews","http://dbpedia.org/resource/J._M._Andrews__1","Prime Minister of Northern Ireland","1940-11-27","1943-05-01","75","112"
"http://dbpedia.org/resource/Edwin_Linkomies","http://dbpedia.org/resource/Edwin_Linkomies__1","Prime Minister of Finland","1943-03-05","1944-08-08","33","115"
"http://dbpedia.org/resource/Constantin_Sănătescu","http://dbpedia.org/resource/Constantin_Sănătescu__1","Prime Minister of Romania","1944-08-23","1944-12-05","41","72"
"http://dbpedia.org/resource/A._K._Fazlul_Huq","http://dbpedia.org/resource/A._K._Fazlul_Huq__3","Prime Minister of Bengal","1937-04-01","1943-03-29","121","112"
"http://dbpedia.org/resource/Anselmo_Alliegro_y_Milá","http://dbpedia.org/resource/Anselmo_Alliegro_y_Milá__1","Prime Minister of Cuba","1944-03-16","1944-10-10","23","69"
"http://dbpedia.org/resource/Björn_Þórðarson","http://dbpedia.org/resource/Björn_Þórðarson__1","Prime Minister of Iceland","1942-12-16","1944-10-21","30","25"
"http://dbpedia.org/resource/Ramón_Zaydín","http://dbpedia.org/resource/Ramón_Zaydín__1","Prime Minister of Cuba","1942-08-16","1944-03-16","17","31"
"http://dbpedia.org/resource/Georgios_Tsolakoglou","http://dbpedia.org/resource/Georgios_Tsolakoglou__1","Prime Minister of theHellenic State","1941-04-30","1942-12-02","46","102"
"http://dbpedia.org/resource/Konstantinos_Logothetopoulos","http://dbpedia.org/resource/Konstantinos_Logothetopoulos__1","Prime Minister of theHellenic State","1942-12-02","1943-04-07","30","48"
"http://dbpedia.org/resource/Refik_Saydam","http://dbpedia.org/resource/Refik_Saydam__1","Prime Minister of Turkey","1939-01-25","1942-07-08","32","99"
"http://dbpedia.org/resource/Petro_Trad","http://dbpedia.org/resource/Petro_Trad__2","Prime Minister of French Mandate of Lebanon","1943-08-01","1943-09-25","15","64"
"http://dbpedia.org/resource/Krushna_Chandra_Gajapati","http://dbpedia.org/resource/Krushna_Chandra_Gajapati__1","Prime Minister of Odisha","1941-11-29","1944-06-29","8","60"
"http://dbpedia.org/resource/Sami_as-Solh","http://dbpedia.org/resource/Sami_as-Solh__1","Prime Minister of Lebanon","1945-08-23","1946-05-22","26","11"
"http://dbpedia.org/resource/Georges_Bidault","http://dbpedia.org/resource/Georges_Bidault__2","Prime Minister of France","1946-10-14","1946-11-28","117","138"
"http://dbpedia.org/resource/Johan_Nygaardsvold","http://dbpedia.org/resource/Johan_Nygaardsvold__1","Prime Minister of Norway","1935-03-20","1945-06-25","78","78"
"http://dbpedia.org/resource/Khawaja_Nazimuddin","http://dbpedia.org/resource/Khawaja_Nazimuddin__3","Prime Minister of Bengal","1943-04-29","1945-03-31","160","162"
"http://dbpedia.org/resource/Hamdi_al-Pachachi","http://dbpedia.org/resource/Hamdi_al-Pachachi__1","Prime Minister of Iraq","1944-06-04","1946-02-23","25","60"
"http://dbpedia.org/resource/Damaskinos_of_Athens__137th__1","http://dbpedia.org/resource/Damaskinos_of_Athens__137th__1__1","Prime Minister of Greece","1945-10-17","1945-11-01","-1","-1"
"http://dbpedia.org/resource/Riad_Al_Solh","http://dbpedia.org/resource/Riad_Al_Solh__1","Prime Minister of Lebanon","1943-09-25","1945-01-10","66","80"
"http://dbpedia.org/resource/Tihon_Konstantinov","http://dbpedia.org/resource/Tihon_Konstantinov__1","Prime Minister of Moldova1","1940-08-02","1945-04-17","23","49"
"http://dbpedia.org/resource/Saadi_Al_Munla","http://dbpedia.org/resource/Saadi_Al_Munla__1","Prime Minister of Lebanon","1946-05-22","1946-12-14","4","19"
"http://dbpedia.org/resource/Janak_Singh","http://dbpedia.org/resource/Janak_Singh__1","Prime Minister ofJammu and Kashmir","1947-08-10","1947-10-14","6","19"
"http://dbpedia.org/resource/Mauno_Pekkala","http://dbpedia.org/resource/Mauno_Pekkala__1","Prime Minister of Finland","1946-03-26","1948-07-29","31","40"
"http://dbpedia.org/resource/Paul-Henri_Spaak","http://dbpedia.org/resource/Paul-Henri_Spaak__1","Prime Minister of Belgium","1947-03-20","1949-08-11","136","175"
"http://dbpedia.org/resource/Huseyn_Shaheed_Suhrawardy","http://dbpedia.org/resource/Huseyn_Shaheed_Suhrawardy__3","Prime Minister of Bengal","1946-07-03","1947-08-14","161","226"
"http://dbpedia.org/resource/Mahmoud_an-Nukrashi_Pasha","http://dbpedia.org/resource/Mahmoud_an-Nukrashi_Pasha__1","Prime Minister of Egypt","1946-12-09","1948-12-28","33","52"
"http://dbpedia.org/resource/Solomone_Ula_Ata","http://dbpedia.org/resource/Solomone_Ula_Ata__1","Prime Minister of Tonga","1941-07-20","1949-12-12","-1","-1"
"http://dbpedia.org/resource/Nazim_al-Kudsi","http://dbpedia.org/resource/Nazim_al-Kudsi__2","Prime Minister of Syria","1949-09-24","1949-09-27","76","129"
"http://dbpedia.org/resource/Tomasz_Arciszewski","http://dbpedia.org/resource/Tomasz_Arciszewski__1","Prime Minister of Poland","1944-11-29","1947-07-02","36","133"
"http://dbpedia.org/resource/Muzahim_al-Pachachi","http://dbpedia.org/resource/Muzahim_al-Pachachi__1","Prime Minister of Iraq","1948-06-26","1949-01-06","24","83"
"http://dbpedia.org/resource/Camille_Huysmans","http://dbpedia.org/resource/Camille_Huysmans__1","Prime Minister of Belgium","1946-08-03","1947-03-20","40","101"
"http://dbpedia.org/resource/Mehr_Chand_Mahajan","http://dbpedia.org/resource/Mehr_Chand_Mahajan__2","Prime Minister of Jammu and Kashmir","1947-10-15","1948-03-05","18","51"
"http://dbpedia.org/resource/Amir_Sjarifuddin","http://dbpedia.org/resource/Amir_Sjarifuddin__1","Prime Minister of Indonesia","1947-07-03","1948-01-29","69","117"
"http://dbpedia.org/resource/Salih_Jabr","http://dbpedia.org/resource/Salih_Jabr__1","Prime Minister of Iraq","1947-03-29","1948-01-29","-1","-1"
"http://dbpedia.org/resource/William_Lyon_Mackenzie_King","http://dbpedia.org/resource/William_Lyon_Mackenzie_King__1","Prime Minister of Canada","1935-10-23","1948-11-15","997","504"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__5","Prime Minister of Jordan","1947-02-04","1947-12-28","38","70"
"http://dbpedia.org/resource/Jean_Duvieusart","http://dbpedia.org/resource/Jean_Duvieusart__1","Prime Minister of Belgium","1950-06-08","1950-08-16","19","57"
"http://dbpedia.org/resource/Andrass_Samuelsen","http://dbpedia.org/resource/Andrass_Samuelsen__1","Prime Minister of the Faroe Islands","1948-05-12","1950-12-15","11","53"
"http://dbpedia.org/resource/Saeb_Salam","http://dbpedia.org/resource/Saeb_Salam__1","Prime Minister of Lebanon","1952-09-14","1952-09-18","45","78"
"http://dbpedia.org/resource/Sofoklis_Venizelos","http://dbpedia.org/resource/Sofoklis_Venizelos__1","Prime Minister of Greece","1950-08-21","1951-10-27","62","68"
"http://dbpedia.org/resource/Mohammad_Natsir","http://dbpedia.org/resource/Mohammad_Natsir__1","Prime Minister of Indonesia","1950-09-05","1951-04-26","41","97"
"http://dbpedia.org/resource/Ali_Mahir_Pasha","http://dbpedia.org/resource/Ali_Mahir_Pasha__1","Prime Minister of Egypt","1952-07-23","1952-09-07","51","34"
"http://dbpedia.org/resource/Joseph_Pholien","http://dbpedia.org/resource/Joseph_Pholien__1","Prime Minister of Belgium","1950-08-16","1952-01-15","20","53"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__4","Prime Minister of Jordan","1950-12-04","1951-07-25","38","70"
"http://dbpedia.org/resource/Hussein_Al_Oweini","http://dbpedia.org/resource/Hussein_Al_Oweini__2","Prime Minister of Lebanon","1951-02-14","1951-04-07","-1","-1"
"http://dbpedia.org/resource/Pierre_Dupong","http://dbpedia.org/resource/Pierre_Dupong__1","Prime Minister of Luxembourg","1937-11-05","1953-12-23","54","63"
"http://dbpedia.org/resource/Burhanuddin_Harahap","http://dbpedia.org/resource/Burhanuddin_Harahap__1","Prime Minister of Indonesia","1955-08-11","1956-03-20","22","49"
"http://dbpedia.org/resource/Fawzi_al-Mulki","http://dbpedia.org/resource/Fawzi_al-Mulki__1","Prime Minister of Jordan","1953-05-05","1954-05-02","10","58"
"http://dbpedia.org/resource/Jean_Van_Houtte","http://dbpedia.org/resource/Jean_Van_Houtte__1","Prime Minister of Belgium","1952-01-15","1954-04-23","19","53"
"http://dbpedia.org/resource/Ralf_Törngren","http://dbpedia.org/resource/Ralf_Törngren__1","Prime Minister of Finland","1954-05-05","1954-10-20","40","52"
"http://dbpedia.org/resource/Muhammad_Fadhel_al-Jamali","http://dbpedia.org/resource/Muhammad_Fadhel_al-Jamali__1","Prime Minister of Iraq","1953-09-17","1954-04-29","25","69"
"http://dbpedia.org/resource/Sakari_Tuomioja","http://dbpedia.org/resource/Sakari_Tuomioja__1","Prime Minister of Finland","1953-11-17","1954-05-05","39","66"
"http://dbpedia.org/resource/Chan_Nak","http://dbpedia.org/resource/Chan_Nak__1","Prime Minister of Cambodia","1953-11-23","1954-04-07","8","17"
"http://dbpedia.org/resource/Hazza'_al-Majali","http://dbpedia.org/resource/Hazza'_al-Majali__2","Prime Minister of Jordan","1955-12-15","1955-12-21","36","78"
"http://dbpedia.org/resource/Mustafa_Mahmud_al-Umari","http://dbpedia.org/resource/Mustafa_Mahmud_al-Umari__1","Prime Minister of Iraq","1952-07-12","1953-11-23","9","19"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__3","Prime Minister of Jordan","1956-01-08","1956-05-22","38","70"
"http://dbpedia.org/resource/Godfrey_Huggins","http://dbpedia.org/resource/Godfrey_Huggins__1","Prime Minister of the Federation of Rhodesia and Nyasaland","1953-09-07","1956-11-02","-1","-1"
"http://dbpedia.org/resource/Godfrey_Huggins","http://dbpedia.org/resource/Godfrey_Huggins__2","Prime Minister of Southern Rhodesia","1933-09-12","1953-09-07","-1","-1"
"http://dbpedia.org/resource/Ahmed_Balafrej","http://dbpedia.org/resource/Ahmed_Balafrej__1","Prime Minister of Morocco","1958-05-12","1958-12-13","9","45"
"http://dbpedia.org/resource/Mbarek_Bekkay","http://dbpedia.org/resource/Mbarek_Bekkay__1","Prime Minister of Morocco","1955-12-07","1958-04-15","14","43"
"http://dbpedia.org/resource/Djuanda_Kartawidjaja","http://dbpedia.org/resource/Djuanda_Kartawidjaja__1","Prime Minister of Indonesia","1957-04-09","1959-07-09","40","38"
"http://dbpedia.org/resource/V._J._Sukselainen","http://dbpedia.org/resource/V._J._Sukselainen__1","Prime Minister of Finland","1957-05-27","1957-11-29","49","62"
"http://dbpedia.org/resource/Rainer_von_Fieandt","http://dbpedia.org/resource/Rainer_von_Fieandt__1","Prime Minister of Finland","1957-11-29","1958-04-26","19","29"
"http://dbpedia.org/resource/Abdul-Wahab_Mirjan","http://dbpedia.org/resource/Abdul-Wahab_Mirjan__1","Prime Minister of Iraq","1957-12-15","1958-03-03","19","35"
"http://dbpedia.org/resource/Habib_Bourguiba","http://dbpedia.org/resource/Habib_Bourguiba__2","Prime Minister of Tunisia","1956-04-15","1957-07-25","232","131"
"http://dbpedia.org/resource/Nuri_al-Said","http://dbpedia.org/resource/Nuri_al-Said__1","Prime Minister of Iraq","1958-03-03","1958-05-18","-1","-1"
"http://dbpedia.org/resource/Garfield_Todd","http://dbpedia.org/resource/Garfield_Todd__1","Prime Minister of Southern Rhodesia","1953-09-07","1958-02-17","43","106"
"http://dbpedia.org/resource/Karl-August_Fagerholm","http://dbpedia.org/resource/Karl-August_Fagerholm__1","Prime Minister of Finland","1958-08-29","1959-01-13","75","147"
"http://dbpedia.org/resource/Willem_Drees","http://dbpedia.org/resource/Willem_Drees__1","Prime Minister of the Netherlands","1948-08-07","1958-12-22","110","212"
"http://dbpedia.org/resource/I._I._Chundrigar","http://dbpedia.org/resource/I._I._Chundrigar__1","Prime Minister of Pakistan","1957-10-17","1957-12-16","-1","-1"
"http://dbpedia.org/resource/S._W._R._D._Bandaranaike","http://dbpedia.org/resource/S._W._R._D._Bandaranaike__1","Prime Minister of Ceylon","1956-04-12","1959-09-26","180","162"
"http://dbpedia.org/resource/Hermann_Jónasson","http://dbpedia.org/resource/Hermann_Jónasson__1","Prime Minister of Iceland","1956-07-24","1958-12-23","53","45"
"http://dbpedia.org/resource/Joseph_Bech","http://dbpedia.org/resource/Joseph_Bech__1","Prime Minister of Luxembourg","1953-09-29","1958-03-29","90","113"
"http://dbpedia.org/resource/Ahmad_Mukhtar_Baban","http://dbpedia.org/resource/Ahmad_Mukhtar_Baban__1","Prime Minister of Iraq","1958-05-18","1958-07-14","13","26"
"http://dbpedia.org/resource/Pierre_Frieden","http://dbpedia.org/resource/Pierre_Frieden__1","Prime Minister of Luxembourg","1958-03-29","1959-02-23","26","54"
"http://dbpedia.org/resource/Achille_Van_Acker","http://dbpedia.org/resource/Achille_Van_Acker__1","Prime Minister of Belgium","1954-04-23","1958-06-26","45","64"
"http://dbpedia.org/resource/Reino_Kuuskoski","http://dbpedia.org/resource/Reino_Kuuskoski__1","Prime Minister of Finland","1958-04-26","1958-08-29","17","31"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__2","Prime Minister of Jordan","1958-05-18","1959-05-06","38","70"
"http://dbpedia.org/resource/Tanka_Prasad_Acharya","http://dbpedia.org/resource/Tanka_Prasad_Acharya__1","Prime Minister of Nepal","1956-01-27","1957-07-26","14","33"
"http://dbpedia.org/resource/Sim_Var","http://dbpedia.org/resource/Sim_Var__1","Prime Minister of Cambodia","1958-04-24","1958-07-10","-1","-1"
"http://dbpedia.org/resource/Joseph_Iléo","http://dbpedia.org/resource/Joseph_Iléo__1","Prime Minister of Congo-Léopoldville","1960-09-05","1960-09-20","22","45"
"http://dbpedia.org/resource/Walter_Nash","http://dbpedia.org/resource/Walter_Nash__1","Prime Minister of New Zealand","1957-12-12","1960-12-12","181","165"
"http://dbpedia.org/resource/Boun_Oum","http://dbpedia.org/resource/Boun_Oum__1","Prime Minister of Laos","1960-12-13","1962-06-23","44","61"
"http://dbpedia.org/resource/François_Tombalbaye","http://dbpedia.org/resource/François_Tombalbaye__2","Prime Minister of Chad","1959-03-26","1960-08-11","127","118"
"http://dbpedia.org/resource/Julius_Nyerere","http://dbpedia.org/resource/Julius_Nyerere__4","Prime Minister of Tanganyika","1961-05-01","1962-01-22","306","298"
"http://dbpedia.org/resource/Martti_Miettunen","http://dbpedia.org/resource/Martti_Miettunen__1","Prime Minister of Finland","1961-07-14","1962-04-13","49","76"
"http://dbpedia.org/resource/Abdullah_al-Sallal","http://dbpedia.org/resource/Abdullah_al-Sallal__2","Prime Minister of Yemen Arab Republic","1962-09-28","1963-04-26","-1","-1"
"http://dbpedia.org/resource/Basil_Brooke","_1st_Viscount_Brookeborough","http://dbpedia.org/resource/Basil_Brooke","_1st_Viscount_Brookeborough__1","Prime Minister of Northern Ireland","1943-05-01","1963-03-26","156","244"
"http://dbpedia.org/resource/Michel_Debré","http://dbpedia.org/resource/Michel_Debré__5","Prime Minister of France","1959-01-08","1962-04-14","121","205"
"http://dbpedia.org/resource/Wasfi_al-Tal","http://dbpedia.org/resource/Wasfi_al-Tal__1","Prime Minister of Jordan","1962-01-28","1963-03-27","45","107"
"http://dbpedia.org/resource/Edgar_Whitehead","http://dbpedia.org/resource/Edgar_Whitehead__1","Prime Minister of Southern Rhodesia","1958-02-17","1962-12-17","28","84"
"http://dbpedia.org/resource/Rashidi_Kawawa","http://dbpedia.org/resource/Rashidi_Kawawa__2","Prime Minister of Tanganyika","1962-01-22","1962-12-08","25","48"
"http://dbpedia.org/resource/Alexander_Frick","http://dbpedia.org/resource/Alexander_Frick__1","Prime Minister of Liechtenstein","1945-09-03","1962-07-16","31","41"
"http://dbpedia.org/resource/Antoine_Gizenga","http://dbpedia.org/resource/Antoine_Gizenga__2","Prime Minister of Congo-Stanleyville","1960-12-13","1961-08-05","56","48"
"http://dbpedia.org/resource/Hazza'_al-Majali","http://dbpedia.org/resource/Hazza'_al-Majali__1","Prime Minister of Jordan","1959-05-06","1960-08-29","36","78"
"http://dbpedia.org/resource/Josip_Broz_Tito","http://dbpedia.org/resource/Josip_Broz_Tito__2","Prime Minister of Yugoslavia","1944-11-02","1963-06-29","1346","727"
"http://dbpedia.org/resource/Norodom_Sihanouk__Norodom_Sihanouk__1","http://dbpedia.org/resource/Norodom_Sihanouk__Norodom_Sihanouk__1__1","Prime Minister of Cambodia","1961-11-17","1962-02-13","-1","-1"
"http://dbpedia.org/resource/Patrice_Lumumba","http://dbpedia.org/resource/Patrice_Lumumba__1","Prime Minister of Congo-Léopoldville","1960-06-24","1960-09-14","235","214"
"http://dbpedia.org/resource/Albert_Ndele","http://dbpedia.org/resource/Albert_Ndele__1","Prime Minister of Congo-Léopoldville","1960-09-20","1960-10-03","-1","-1"
"http://dbpedia.org/resource/Samir_al-Rifai","http://dbpedia.org/resource/Samir_al-Rifai__1","Prime Minister of Jordan","1963-03-27","1963-04-21","38","70"
"http://dbpedia.org/resource/Justin_Marie_Bomboko","http://dbpedia.org/resource/Justin_Marie_Bomboko__1","Prime Minister of Congo-Léopoldville","1960-10-04","1961-02-09","-1","-1"
"http://dbpedia.org/resource/Alec_Douglas-Home","http://dbpedia.org/resource/Alec_Douglas-Home__1","Prime Minister of the United Kingdom","1963-10-19","1964-10-16","522","499"
"http://dbpedia.org/resource/Jomo_Kenyatta","http://dbpedia.org/resource/Jomo_Kenyatta__2","Prime Minister of Kenya","1963-06-01","1964-12-12","337","195"
"http://dbpedia.org/resource/Moise_Tshombe","http://dbpedia.org/resource/Moise_Tshombe__1","Prime Minister of Congo-Léopoldville","1964-07-10","1965-10-13","136","76"
"http://dbpedia.org/resource/Pierre_Harmel","http://dbpedia.org/resource/Pierre_Harmel__1","Prime Minister of Belgium","1965-07-28","1966-03-19","47","104"
"http://dbpedia.org/resource/Cyrille_Adoula","http://dbpedia.org/resource/Cyrille_Adoula__1","Prime Minister of Congo-Léopoldville","1961-08-02","1964-06-30","31","30"
"http://dbpedia.org/resource/Ólafur_Thors","http://dbpedia.org/resource/Ólafur_Thors__1","Prime Minister of Iceland","1962-01-01","1963-11-14","75","60"
"http://dbpedia.org/resource/Ahti_Karjalainen","http://dbpedia.org/resource/Ahti_Karjalainen__1","Prime Minister of Finland","1962-04-13","1963-12-18","56","76"
"http://dbpedia.org/resource/Winston_Field","http://dbpedia.org/resource/Winston_Field__1","Prime Minister of Southern Rhodesia","1962-12-17","1964-04-13","32","69"
"http://dbpedia.org/resource/Théo_Lefèvre","http://dbpedia.org/resource/Théo_Lefèvre__1","Prime Minister of Belgium","1961-04-25","1965-07-28","28","52"
"http://dbpedia.org/resource/Reino_Ragnar_Lehto","http://dbpedia.org/resource/Reino_Ragnar_Lehto__1","Prime Minister of Finland","1963-12-18","1964-09-12","19","29"
"http://dbpedia.org/resource/Mahmud_al-Muntasir","http://dbpedia.org/resource/Mahmud_al-Muntasir__1","Prime Minister of Libya","1964-01-20","1965-03-20","19","54"
"http://dbpedia.org/resource/Pascal_Lissouba","http://dbpedia.org/resource/Pascal_Lissouba__2","Prime Minister of the Republic of Congo","1963-12-24","1966-04-15","100","54"
"http://dbpedia.org/resource/Yusuf_Zuayyin","http://dbpedia.org/resource/Yusuf_Zuayyin__2","Prime Minister of Syria","1965-09-22","1965-12-21","-1","-1"
"http://dbpedia.org/resource/Hussein_Al_Oweini","http://dbpedia.org/resource/Hussein_Al_Oweini__1","Prime Minister of Lebanon","1964-02-20","1965-07-25","-1","-1"
"http://dbpedia.org/resource/Georges_Pompidou","http://dbpedia.org/resource/Georges_Pompidou__1","Prime Minister of France","1962-04-14","1968-07-10","320","164"
"http://dbpedia.org/resource/Jelle_Zijlstra","http://dbpedia.org/resource/Jelle_Zijlstra__1","Prime Minister of the Netherlands","1966-11-22","1967-04-05","57","194"
"http://dbpedia.org/resource/Wasfi_al-Tal","http://dbpedia.org/resource/Wasfi_al-Tal__2","Prime Minister of Jordan","1965-02-14","1967-03-04","45","107"
"http://dbpedia.org/resource/Rafael_Paasio","http://dbpedia.org/resource/Rafael_Paasio__1","Prime Minister of Finland","1966-05-27","1968-03-22","44","58"
"http://dbpedia.org/resource/Stefanos_Stefanopoulos","http://dbpedia.org/resource/Stefanos_Stefanopoulos__1","Prime Minister of Greece","1965-09-17","1966-12-22","37","28"
"http://dbpedia.org/resource/Son_Sann","http://dbpedia.org/resource/Son_Sann__1","Prime Minister of Cambodia","1967-05-01","1968-01-31","53","76"
"http://dbpedia.org/resource/Abdirizak_Haji_Hussein","http://dbpedia.org/resource/Abdirizak_Haji_Hussein__1","Prime Minister of Somalia","1964-06-14","1967-07-15","25","43"
"http://dbpedia.org/resource/Saad_Jumaa","http://dbpedia.org/resource/Saad_Jumaa__1","Prime Minister of Jordan","1967-08-02","1967-10-07","9","49"
"http://dbpedia.org/resource/Saad_Jumaa","http://dbpedia.org/resource/Saad_Jumaa__2","Prime Minister of Jordan","1967-04-23","1967-08-01","9","49"
"http://dbpedia.org/resource/Yusuf_Zuayyin","http://dbpedia.org/resource/Yusuf_Zuayyin__1","Prime Minister of Syria","1966-03-01","1968-10-29","-1","-1"
"http://dbpedia.org/resource/Piet_de_Jong","http://dbpedia.org/resource/Piet_de_Jong__1","Prime Minister of the Netherlands","1967-04-05","1971-07-06","77","271"
"http://dbpedia.org/resource/Teuvo_Aura","http://dbpedia.org/resource/Teuvo_Aura__1","Prime Minister of Finland","1970-06-14","1970-08-15","45","51"
"http://dbpedia.org/resource/George_Borg_Olivier","http://dbpedia.org/resource/George_Borg_Olivier__1","Prime Minister of Malta","1962-03-05","1971-06-21","-1","-1"
"http://dbpedia.org/resource/Gamal_Abdel_Nasser","http://dbpedia.org/resource/Gamal_Abdel_Nasser__2","Prime Minister of Egypt","1967-06-19","1970-09-28","1127","504"
"http://dbpedia.org/resource/Hafez_al-Assad","http://dbpedia.org/resource/Hafez_al-Assad__2","Prime Minister of Syria","1970-11-21","1971-04-03","517","311"
"http://dbpedia.org/resource/Ferit_Melen","http://dbpedia.org/resource/Ferit_Melen__1","Prime Minister of Turkey","1972-05-22","1973-04-15","31","58"
"http://dbpedia.org/resource/Willi_Stoph","http://dbpedia.org/resource/Willi_Stoph__1","Prime Minister of East Germany","1964-09-21","1973-10-03","99","100"
"http://dbpedia.org/resource/Eisaku_Satō","http://dbpedia.org/resource/Eisaku_Satō__1","Prime Minister of Japan","1964-11-09","1972-07-07","123","130"
