"film","actor","date","dbin","dbout"
"http://dbpedia.org/resource/On_with_the_Dance_(1920_film)","http://dbpedia.org/resource/David_Powell_(actor)","1920-02-15","11","61"
"http://dbpedia.org/resource/Our_Story_Our_Voice","http://dbpedia.org/resource/500_Years_Later","2007-02-10","7","42"
"http://dbpedia.org/resource/Our_Story_Our_Voice","http://dbpedia.org/resource/Desmond_Tutu","2007-02-10","7","42"
"http://dbpedia.org/resource/Our_Story_Our_Voice","http://dbpedia.org/resource/George_Galloway","2007-02-10","7","42"
"http://dbpedia.org/resource/Our_Story_Our_Voice","http://dbpedia.org/resource/Ishmahil_Blagrove","Jr","2007-02-10","7","42"
"http://dbpedia.org/resource/Our_Story_Our_Voice","http://dbpedia.org/resource/Moneera_Girshab","2007-02-10","7","42"
"http://dbpedia.org/resource/Our_Story_Our_Voice","http://dbpedia.org/resource/Ruhul_Tarafder","2007-02-10","7","42"
"http://dbpedia.org/resource/Our_Story_Our_Voice","http://dbpedia.org/resource/Dr_Nazreen_Nawaz","2007-02-10","7","42"
"http://dbpedia.org/resource/Outback_Bound","http://dbpedia.org/resource/Andrew_Clarke_(actor)","1988-10-11","-1","-1"
"http://dbpedia.org/resource/Outback_Bound","http://dbpedia.org/resource/Donna_Mills","1988-10-11","-1","-1"
"http://dbpedia.org/resource/Outback_Bound","http://dbpedia.org/resource/John_Meillon","1988-10-11","-1","-1"
"http://dbpedia.org/resource/Outback_Bound","http://dbpedia.org/resource/John_Schneider_(screen_actor)","1988-10-11","-1","-1"
"http://dbpedia.org/resource/Paandav","http://dbpedia.org/resource/Akshay_Kumar","1995-03-03","8","32"
"http://dbpedia.org/resource/Paandav","http://dbpedia.org/resource/Nandini","1995-03-03","8","32"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/William_Petersen","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Maureen_Stapleton","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Tim_Curry","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Jack_Warden","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Nancy_Travis","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Pamela_Reed","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Bob_Hoskins","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Peter_Riegert","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Blair_Brown","1992-04-24","34","62"
"http://dbpedia.org/resource/Passed_Away","http://dbpedia.org/resource/Frances_McDormand","1992-04-24","34","62"
"http://dbpedia.org/resource/Penitentiary_Angel","http://dbpedia.org/resource/Zhao_Wei","1995-11-08","4","22"
"http://dbpedia.org/resource/Piter_FM","http://dbpedia.org/resource/Yevgeny_Tsyganov","2006-04-20","-1","-1"
"http://dbpedia.org/resource/Piter_FM","http://dbpedia.org/resource/Alexey_Barabash","2006-04-20","-1","-1"
"http://dbpedia.org/resource/Piter_FM","http://dbpedia.org/resource/Ekaterina_Fedulova","2006-04-20","-1","-1"
"http://dbpedia.org/resource/Contraband_(1940_film)","http://dbpedia.org/resource/Valerie_Hobson","1940-05-11","31","79"
"http://dbpedia.org/resource/Contraband_(1940_film)","http://dbpedia.org/resource/Conrad_Veidt","1940-05-11","31","79"
"http://dbpedia.org/resource/Copycat_(film)","http://dbpedia.org/resource/Harry_Connick","_Jr.","1995-10-27","43","93"
"http://dbpedia.org/resource/Copycat_(film)","http://dbpedia.org/resource/William_McNamara","1995-10-27","43","93"
"http://dbpedia.org/resource/Copycat_(film)","http://dbpedia.org/resource/Dermot_Mulroney","1995-10-27","43","93"
"http://dbpedia.org/resource/Copycat_(film)","http://dbpedia.org/resource/Holly_Hunter","1995-10-27","43","93"
"http://dbpedia.org/resource/Copycat_(film)","http://dbpedia.org/resource/Sigourney_Weaver","1995-10-27","43","93"
"http://dbpedia.org/resource/Count_Your_Blessings_(1959_film)","http://dbpedia.org/resource/Deborah_Kerr","1959-04-23","-1","-1"
"http://dbpedia.org/resource/Country_(film)","http://dbpedia.org/resource/Wilford_Brimley","1984-09-28","30","63"
"http://dbpedia.org/resource/Country_(film)","http://dbpedia.org/resource/Sam_Shepard","1984-09-28","30","63"
"http://dbpedia.org/resource/Country_(film)","http://dbpedia.org/resource/Jessica_Lange","1984-09-28","30","63"
"http://dbpedia.org/resource/Court_Martial_(1928_film)","http://dbpedia.org/resource/Jack_Holt_(actor)","1928-08-12","8","45"
"http://dbpedia.org/resource/Court_Martial_(1928_film)","http://dbpedia.org/resource/Betty_Compson","1928-08-12","8","45"
"http://dbpedia.org/resource/Cross_My_Heart_(1946_film)","http://dbpedia.org/resource/Ruth_Donnelly","1946-12-18","-1","-1"
"http://dbpedia.org/resource/Cross_My_Heart_(1946_film)","http://dbpedia.org/resource/Sonny_Tufts","1946-12-18","-1","-1"
"http://dbpedia.org/resource/Cross_My_Heart_(1946_film)","http://dbpedia.org/resource/Betty_Hutton","1946-12-18","-1","-1"
"http://dbpedia.org/resource/Cross_My_Heart_(1946_film)","http://dbpedia.org/resource/Rhys_Williams_(Welsh-American_actor)","1946-12-18","-1","-1"
"http://dbpedia.org/resource/Cruel_Intentions_2","http://dbpedia.org/resource/Robin_Dunne","2000-11-09","47","90"
"http://dbpedia.org/resource/Cruel_Intentions_2","http://dbpedia.org/resource/Sarah_Thompson_(actress)","2000-11-09","47","90"
"http://dbpedia.org/resource/Cruel_Intentions_2","http://dbpedia.org/resource/Amy_Adams","2000-11-09","47","90"
"http://dbpedia.org/resource/Cruel_Intentions_2","http://dbpedia.org/resource/Keri_Lynn_Pratt","2000-11-09","47","90"
"http://dbpedia.org/resource/Cruel_Intentions_3","http://dbpedia.org/resource/Tom_Parker_(actor)","2004-05-25","34","39"
"http://dbpedia.org/resource/Cruel_Intentions_3","http://dbpedia.org/resource/Kerr_Smith","2004-05-25","34","39"
"http://dbpedia.org/resource/Cruel_Intentions_3","http://dbpedia.org/resource/Kristina_Anapau","2004-05-25","34","39"
"http://dbpedia.org/resource/Cry_Wolf_(1947_film)","http://dbpedia.org/resource/Barbara_Stanwyck","1947-07-18","13","40"
"http://dbpedia.org/resource/Cry_Wolf_(1947_film)","http://dbpedia.org/resource/Errol_Flynn","1947-07-18","13","40"
"http://dbpedia.org/resource/Purple_Heart_Diary","http://dbpedia.org/resource/Frances_Langford","1951-11-12","5","22"
"http://dbpedia.org/resource/Daag_(1973_film)","http://dbpedia.org/resource/Rakhee_Gulzar","1973-04-27","-1","-1"
"http://dbpedia.org/resource/Daag_(1973_film)","http://dbpedia.org/resource/Sharmila_Tagore","1973-04-27","-1","-1"
"http://dbpedia.org/resource/Daag_(1973_film)","http://dbpedia.org/resource/Rajesh_Khanna","1973-04-27","-1","-1"
"http://dbpedia.org/resource/Daag_(1999_film)","http://dbpedia.org/resource/Chandrachur_Singh","1999-02-12","-1","-1"
"http://dbpedia.org/resource/Daag_(1999_film)","http://dbpedia.org/resource/Sanjay_Dutt","1999-02-12","-1","-1"
"http://dbpedia.org/resource/Daag_(1999_film)","http://dbpedia.org/resource/Mahima_Chaudhry","1999-02-12","-1","-1"
"http://dbpedia.org/resource/Daag_(1999_film)","http://dbpedia.org/resource/Shakti_Kapoor","1999-02-12","-1","-1"
"http://dbpedia.org/resource/Damien:_Omen_II","http://dbpedia.org/resource/William_Holden","1978-06-09","68","108"
"http://dbpedia.org/resource/Damien:_Omen_II","http://dbpedia.org/resource/Lee_Grant","1978-06-09","68","108"
"http://dbpedia.org/resource/Damien:_Omen_II","http://dbpedia.org/resource/Jonathan_Scott-Taylor","1978-06-09","68","108"
"http://dbpedia.org/resource/Daniel_Boone_(1936_film)","http://dbpedia.org/resource/Heather_Angel_(actress)","1936-10-16","16","56"
"http://dbpedia.org/resource/Daniel_Boone_(1936_film)","http://dbpedia.org/resource/John_Carradine","1936-10-16","16","56"
"http://dbpedia.org/resource/Daniel_Boone_(1936_film)","http://dbpedia.org/resource/George_O'Brien_(actor)","1936-10-16","16","56"
"http://dbpedia.org/resource/Raiders_of_Ghost_City","http://dbpedia.org/resource/Regis_Toomey","1944-06-25","15","68"
"http://dbpedia.org/resource/Raiders_of_Ghost_City","http://dbpedia.org/resource/Lionel_Atwill","1944-06-25","15","68"
"http://dbpedia.org/resource/Raiders_of_Ghost_City","http://dbpedia.org/resource/Wanda_McKay","1944-06-25","15","68"
"http://dbpedia.org/resource/Raiders_of_Ghost_City","http://dbpedia.org/resource/Dennis_Moore_(actor)","1944-06-25","15","68"
"http://dbpedia.org/resource/Raiders_of_Ghost_City","http://dbpedia.org/resource/Joe_Sawyer","1944-06-25","15","68"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Tamara_Gorski","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Susan_Sullivan","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Darren_McGavin","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Marion_Ross","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Robert_Urich","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/George_R._Robertson","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Patricia_Brown_(actress)","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Holly_Marie_Combs","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Stacy_Haiduk","1994-09-12","4","56"
"http://dbpedia.org/resource/Danielle_Steel's_A_Perfect_Stranger","http://dbpedia.org/resource/Ron_Gabriel","1994-09-12","4","56"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Gabriele_Lavia","2003-02-14","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Laura_Morante","2003-02-14","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Monica_Bellucci","2003-02-14","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Nicoletta_Romanoff","2003-02-14","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Silvio_Muccino","2003-02-14","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Fabrizio_Bentivoglio","2003-02-14","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Gabriele_Lavia","2004-09-03","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Laura_Morante","2004-09-03","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Monica_Bellucci","2004-09-03","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Nicoletta_Romanoff","2004-09-03","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Silvio_Muccino","2004-09-03","29","47"
"http://dbpedia.org/resource/Remember_Me","_My_Love","http://dbpedia.org/resource/Fabrizio_Bentivoglio","2004-09-03","29","47"
"http://dbpedia.org/resource/David_Garrick_(1916_film)","http://dbpedia.org/resource/Dustin_Farnum","1916-04-30","-1","-1"
"http://dbpedia.org/resource/David_Garrick_(1916_film)","http://dbpedia.org/resource/Herbert_Standing","1916-04-30","-1","-1"
"http://dbpedia.org/resource/David_Garrick_(1916_film)","http://dbpedia.org/resource/Winifred_Kingston","1916-04-30","-1","-1"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Ole_Ernst","1984-10-12","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Jesper_Klein","1984-10-12","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Per_Pallesen","1984-10-12","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Bodil_Udsen","1984-10-12","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Helle_Hertz","1984-10-12","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Ole_Ernst","1984-11-09","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Jesper_Klein","1984-11-09","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Per_Pallesen","1984-11-09","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Bodil_Udsen","1984-11-09","8","53"
"http://dbpedia.org/resource/Samson_&_Sally","http://dbpedia.org/resource/Helle_Hertz","1984-11-09","8","53"
"http://dbpedia.org/resource/Satyameba_Jayate","http://dbpedia.org/resource/Puneet_Issar","2008-04-18","4","20"
"http://dbpedia.org/resource/Satyameba_Jayate","http://dbpedia.org/resource/Mithun_Chakraborty","2008-04-18","4","20"
"http://dbpedia.org/resource/September_Storm","http://dbpedia.org/resource/Joanne_Dru","1960-09-09","6","28"
"http://dbpedia.org/resource/Soldier_Blue","http://dbpedia.org/resource/Candice_Bergen","1970-08-12","37","68"
"http://dbpedia.org/resource/Soldier_Blue","http://dbpedia.org/resource/Peter_Strauss","1970-08-12","37","68"
"http://dbpedia.org/resource/Soldier_Blue","http://dbpedia.org/resource/Donald_Pleasence","1970-08-12","37","68"
"http://dbpedia.org/resource/Sonny_(film)","http://dbpedia.org/resource/Harry_Dean_Stanton","2002-09-02","19","69"
"http://dbpedia.org/resource/Sonny_(film)","http://dbpedia.org/resource/Josie_Davis","2002-09-02","19","69"
"http://dbpedia.org/resource/Sonny_(film)","http://dbpedia.org/resource/Brenda_Blethyn","2002-09-02","19","69"
"http://dbpedia.org/resource/Sonny_(film)","http://dbpedia.org/resource/James_Franco","2002-09-02","19","69"
"http://dbpedia.org/resource/Sonny_(film)","http://dbpedia.org/resource/Mena_Suvari","2002-09-02","19","69"
"http://dbpedia.org/resource/Star_Dust_(film)","http://dbpedia.org/resource/Linda_Darnell","1940-04-06","8","14"
"http://dbpedia.org/resource/Tales_of_the_Alhambra_(film)","http://dbpedia.org/resource/Manuel_Arbó","1950-08-24","-1","-1"
"http://dbpedia.org/resource/Tales_of_the_Alhambra_(film)","http://dbpedia.org/resource/Carmen_Sevilla","1950-08-24","-1","-1"
"http://dbpedia.org/resource/Tales_of_the_Alhambra_(film)","http://dbpedia.org/resource/José_Isbert","1950-08-24","-1","-1"
"http://dbpedia.org/resource/Tales_of_the_Alhambra_(film)","http://dbpedia.org/resource/Aníbal_Vela","1950-08-24","-1","-1"
"http://dbpedia.org/resource/Tauba_Tauba","http://dbpedia.org/resource/Amin_Gazi","2004-10-01","5","18"
"http://dbpedia.org/resource/Tauba_Tauba","http://dbpedia.org/resource/Antara_Biswas","2004-10-01","5","18"
"http://dbpedia.org/resource/Tauba_Tauba","http://dbpedia.org/resource/Payal_Rohatgi","2004-10-01","5","18"
"http://dbpedia.org/resource/Taxi_at_Midnight","http://dbpedia.org/resource/Harry_Piel","1929-03-15","-1","-1"
"http://dbpedia.org/resource/Taxi_at_Midnight","http://dbpedia.org/resource/Philipp_Manning","1929-03-15","-1","-1"
"http://dbpedia.org/resource/Taxi_at_Midnight","http://dbpedia.org/resource/Betty_Bird","1929-03-15","-1","-1"
"http://dbpedia.org/resource/Taxi_at_Midnight","http://dbpedia.org/resource/Albert_Paulig","1929-03-15","-1","-1"
"http://dbpedia.org/resource/The_Arizona_Kid_(1930_film)","http://dbpedia.org/resource/Warner_Baxter","1930-04-27","-1","-1"
"http://dbpedia.org/resource/The_Arizona_Kid_(1930_film)","http://dbpedia.org/resource/Mona_Maris","1930-04-27","-1","-1"
"http://dbpedia.org/resource/The_Arizona_Kid_(1930_film)","http://dbpedia.org/resource/Carole_Lombard","1930-04-27","-1","-1"
"http://dbpedia.org/resource/The_Arizona_Kid_(1930_film)","http://dbpedia.org/resource/Theodore_von_Eltz","1930-04-27","-1","-1"
"http://dbpedia.org/resource/The_Betrothed_(1941_film)","http://dbpedia.org/resource/Armando_Falconi","1941-12-19","-1","-1"
"http://dbpedia.org/resource/The_Betrothed_(1941_film)","http://dbpedia.org/resource/Ruggero_Ruggeri","1941-12-19","-1","-1"
"http://dbpedia.org/resource/The_Betrothed_(1941_film)","http://dbpedia.org/resource/Dina_Sassoli","1941-12-19","-1","-1"
"http://dbpedia.org/resource/The_Betrothed_(1941_film)","http://dbpedia.org/resource/Gino_Cervi","1941-12-19","-1","-1"
"http://dbpedia.org/resource/The_Big_Tease","http://dbpedia.org/resource/Sara_Gilbert","1999-12-24","26","59"
"http://dbpedia.org/resource/The_Big_Tease","http://dbpedia.org/resource/Mary_McCormack","1999-12-24","26","59"
"http://dbpedia.org/resource/The_Big_Tease","http://dbpedia.org/resource/Frances_Fisher","1999-12-24","26","59"
"http://dbpedia.org/resource/The_Big_Tease","http://dbpedia.org/resource/Craig_Ferguson","1999-12-24","26","59"
"http://dbpedia.org/resource/The_Big_Tease","http://dbpedia.org/resource/David_Rasche","1999-12-24","26","59"
"http://dbpedia.org/resource/The_Bondage_of_the_Bush","http://dbpedia.org/resource/Charles_Woods_(filmmaker)","1913-08-18","1","27"
"http://dbpedia.org/resource/The_Buchholz_Family","http://dbpedia.org/resource/Marianne_Simson","1944-03-03","-1","-1"
"http://dbpedia.org/resource/The_Buchholz_Family","http://dbpedia.org/resource/Paul_Westermeier","1944-03-03","-1","-1"
"http://dbpedia.org/resource/The_Buchholz_Family","http://dbpedia.org/resource/Henny_Porten","1944-03-03","-1","-1"
"http://dbpedia.org/resource/The_Buchholz_Family","http://dbpedia.org/resource/Käthe_Dyckhoff","1944-03-03","-1","-1"
"http://dbpedia.org/resource/The_Darling_of_Paris_(1931_film)","http://dbpedia.org/resource/Jean_Gabin","1931-10-09","-1","-1"
"http://dbpedia.org/resource/The_Darling_of_Paris_(1931_film)","http://dbpedia.org/resource/Charles_Lamy","1931-10-09","-1","-1"
"http://dbpedia.org/resource/The_Darling_of_Paris_(1931_film)","http://dbpedia.org/resource/Jean-Max","1931-10-09","-1","-1"
"http://dbpedia.org/resource/The_Darling_of_Paris_(1931_film)","http://dbpedia.org/resource/Jeanne_Marnac","1931-10-09","-1","-1"
"http://dbpedia.org/resource/The_Death_Collector","http://dbpedia.org/resource/Bobby_Alto","1976-10-29","13","28"
"http://dbpedia.org/resource/The_Death_Collector","http://dbpedia.org/resource/Joseph_Cortese","1976-10-29","13","28"
"http://dbpedia.org/resource/The_Death_Collector","http://dbpedia.org/resource/Frank_Vincent","1976-10-29","13","28"
"http://dbpedia.org/resource/The_Death_Collector","http://dbpedia.org/resource/Joe_Pesci","1976-10-29","13","28"
"http://dbpedia.org/resource/The_Desperate_Hours_(film)","http://dbpedia.org/resource/Humphrey_Bogart","1955-10-05","51","64"
"http://dbpedia.org/resource/The_Desperate_Hours_(film)","http://dbpedia.org/resource/Fredric_March","1955-10-05","51","64"
"http://dbpedia.org/resource/The_Final_Game","http://dbpedia.org/resource/Francis_Fulton-Smith","1998-06-09","4","46"
"http://dbpedia.org/resource/The_Final_Game","http://dbpedia.org/resource/Christoph_Waltz","1998-06-09","4","46"
"http://dbpedia.org/resource/The_Final_Game","http://dbpedia.org/resource/Thure_Riefenstein","1998-06-09","4","46"
"http://dbpedia.org/resource/The_Flag_Lieutenant_(1932_film)","http://dbpedia.org/resource/Henry_Edwards_(actor)","1932-10-12","16","18"
"http://dbpedia.org/resource/The_Flag_Lieutenant_(1932_film)","http://dbpedia.org/resource/Peter_Gawthorne","1932-10-12","16","18"
"http://dbpedia.org/resource/The_Flag_Lieutenant_(1932_film)","http://dbpedia.org/resource/Anna_Neagle","1932-10-12","16","18"
"http://dbpedia.org/resource/The_Flag_Lieutenant_(1932_film)","http://dbpedia.org/resource/Joyce_Bland","1932-10-12","16","18"
"http://dbpedia.org/resource/The_French","_They_Are_a_Funny_Race","http://dbpedia.org/resource/Martine_Carol","1955-12-09","23","50"
"http://dbpedia.org/resource/The_French","_They_Are_a_Funny_Race","http://dbpedia.org/resource/Jack_Buchanan","1955-12-09","23","50"
"http://dbpedia.org/resource/The_French","_They_Are_a_Funny_Race","http://dbpedia.org/resource/Martine_Carol","1957-05-20","23","50"
"http://dbpedia.org/resource/The_French","_They_Are_a_Funny_Race","http://dbpedia.org/resource/Jack_Buchanan","1957-05-20","23","50"
"http://dbpedia.org/resource/The_Girl_in_the_Red_Velvet_Swing","http://dbpedia.org/resource/Farley_Granger","1955-10-01","24","55"
"http://dbpedia.org/resource/The_Girl_in_the_Red_Velvet_Swing","http://dbpedia.org/resource/Joan_Collins","1955-10-01","24","55"
"http://dbpedia.org/resource/The_Girl_in_the_Red_Velvet_Swing","http://dbpedia.org/resource/Ray_Milland","1955-10-01","24","55"
"http://dbpedia.org/resource/Faithless_(2000_film)","http://dbpedia.org/resource/Krister_Henriksson","2000-05-13","35","38"
"http://dbpedia.org/resource/Faithless_(2000_film)","http://dbpedia.org/resource/Lena_Endre","2000-05-13","35","38"
"http://dbpedia.org/resource/Faithless_(2000_film)","http://dbpedia.org/resource/Erland_Josephson","2000-05-13","35","38"
"http://dbpedia.org/resource/The_House_of_Dora_Green","http://dbpedia.org/resource/Paul_Hartmann_(actor)","1933-02-22","21","51"
"http://dbpedia.org/resource/The_House_of_Dora_Green","http://dbpedia.org/resource/Alfred_Abel","1933-02-22","21","51"
"http://dbpedia.org/resource/The_House_of_Dora_Green","http://dbpedia.org/resource/Mady_Christians","1933-02-22","21","51"
"http://dbpedia.org/resource/The_House_of_Dora_Green","http://dbpedia.org/resource/Leonard_Steckel","1933-02-22","21","51"
"http://dbpedia.org/resource/The_Little_Death_(2014_film)","http://dbpedia.org/resource/Bojana_Novakovic","2014-06-26","-1","-1"
"http://dbpedia.org/resource/The_Little_Death_(2014_film)","http://dbpedia.org/resource/Damon_Herriman","2014-06-26","-1","-1"
"http://dbpedia.org/resource/Father_Christmas_(1991_film)","http://dbpedia.org/resource/Mel_Smith","1991-12-24","16","78"
"http://dbpedia.org/resource/Father_Christmas_(1991_film)","http://dbpedia.org/resource/William_Dennis_Hunt","1991-12-24","16","78"
"http://dbpedia.org/resource/The_Renunciation","http://dbpedia.org/resource/Mary_Pickford","1909-07-19","-1","-1"
"http://dbpedia.org/resource/Fellers_(film)","http://dbpedia.org/resource/Arthur_Tauchert","1930-08-23","-1","-1"
"http://dbpedia.org/resource/The_Robbers_(film)","http://dbpedia.org/resource/Pierre_Brice","1962-02-26","12","24"
"http://dbpedia.org/resource/The_Santa_Clause_(film_series)","http://dbpedia.org/resource/David_Krumholtz","1994-11-11","-1","-1"
"http://dbpedia.org/resource/The_Santa_Clause_(film_series)","http://dbpedia.org/resource/Elizabeth_Mitchell","1994-11-11","-1","-1"
"http://dbpedia.org/resource/The_Santa_Clause_(film_series)","http://dbpedia.org/resource/Eric_Lloyd","1994-11-11","-1","-1"
"http://dbpedia.org/resource/The_Santa_Clause_(film_series)","http://dbpedia.org/resource/Wendy_Crewson","1994-11-11","-1","-1"
"http://dbpedia.org/resource/The_Santa_Clause_(film_series)","http://dbpedia.org/resource/Judge_Reinhold","1994-11-11","-1","-1"
"http://dbpedia.org/resource/The_Santa_Clause_(film_series)","http://dbpedia.org/resource/Tim_Allen","1994-11-11","-1","-1"
"http://dbpedia.org/resource/The_Tomboy","http://dbpedia.org/resource/Herbert_Rawlinson","1924-12-26","-1","-1"
"http://dbpedia.org/resource/The_Tomboy","http://dbpedia.org/resource/Dorothy_Devore","1924-12-26","-1","-1"
"http://dbpedia.org/resource/The_Trousers","http://dbpedia.org/resource/Rudolf_Forster","1927-08-20","-1","-1"
"http://dbpedia.org/resource/The_Trousers","http://dbpedia.org/resource/Veit_Harlan","1927-08-20","-1","-1"
"http://dbpedia.org/resource/The_Trousers","http://dbpedia.org/resource/Werner_Krauss","1927-08-20","-1","-1"
"http://dbpedia.org/resource/The_Trousers","http://dbpedia.org/resource/Jenny_Jugo","1927-08-20","-1","-1"
"http://dbpedia.org/resource/Final_Approach_(1991_film)","http://dbpedia.org/resource/Héctor_Elizondo","1991-07-24","9","36"
"http://dbpedia.org/resource/Final_Approach_(1991_film)","http://dbpedia.org/resource/James_Sikking","1991-07-24","9","36"
"http://dbpedia.org/resource/Finders_Keepers","_Lovers_Weepers!","http://dbpedia.org/resource/John_Furlong_(American_actor)","1968-05-08","9","26"
"http://dbpedia.org/resource/Firepower_(film)","http://dbpedia.org/resource/Eli_Wallach","1979-04-27","18","62"
"http://dbpedia.org/resource/Firepower_(film)","http://dbpedia.org/resource/Jake_LaMotta","1979-04-27","18","62"
"http://dbpedia.org/resource/Firepower_(film)","http://dbpedia.org/resource/James_Coburn","1979-04-27","18","62"
"http://dbpedia.org/resource/Firepower_(film)","http://dbpedia.org/resource/Victor_Mature","1979-04-27","18","62"
"http://dbpedia.org/resource/Firepower_(film)","http://dbpedia.org/resource/Sophia_Loren","1979-04-27","18","62"
"http://dbpedia.org/resource/Firepower_(film)","http://dbpedia.org/resource/O._J._Simpson","1979-04-27","18","62"
"http://dbpedia.org/resource/Those_Who_Love_Me_Can_Take_the_Train","http://dbpedia.org/resource/Pascal_Greggory","1998-05-15","30","45"
"http://dbpedia.org/resource/Fist_of_the_North_Star_(1995_film)","http://dbpedia.org/resource/Gary_Daniels","1995-04-21","22","65"
"http://dbpedia.org/resource/Fist_of_the_North_Star_(1995_film)","http://dbpedia.org/resource/Costas_Mandylor","1995-04-21","22","65"
"http://dbpedia.org/resource/Fist_of_the_North_Star_(1995_film)","http://dbpedia.org/resource/Chris_Penn","1995-04-21","22","65"
"http://dbpedia.org/resource/Fist_of_the_North_Star_(1995_film)","http://dbpedia.org/resource/Gary_Daniels","1996-02-02","22","65"
"http://dbpedia.org/resource/Fist_of_the_North_Star_(1995_film)","http://dbpedia.org/resource/Costas_Mandylor","1996-02-02","22","65"
"http://dbpedia.org/resource/Fist_of_the_North_Star_(1995_film)","http://dbpedia.org/resource/Chris_Penn","1996-02-02","22","65"
"http://dbpedia.org/resource/Flawless_(2007_film)","http://dbpedia.org/resource/Joss_Ackland","2007-02-11","25","65"
"http://dbpedia.org/resource/Flawless_(2007_film)","http://dbpedia.org/resource/Simon_Day","2007-02-11","25","65"
"http://dbpedia.org/resource/Flawless_(2007_film)","http://dbpedia.org/resource/Jonathan_Aris","2007-02-11","25","65"
"http://dbpedia.org/resource/Flawless_(2007_film)","http://dbpedia.org/resource/Lambert_Wilson","2007-02-11","25","65"
"http://dbpedia.org/resource/Flawless_(2007_film)","http://dbpedia.org/resource/Michael_Caine","2007-02-11","25","65"
"http://dbpedia.org/resource/Flawless_(2007_film)","http://dbpedia.org/resource/Demi_Moore","2007-02-11","25","65"
"http://dbpedia.org/resource/Foolproof_(film)","http://dbpedia.org/resource/David_Suchet","2003-10-03","-1","-1"
"http://dbpedia.org/resource/Foolproof_(film)","http://dbpedia.org/resource/Anthony_J._Mifsud","2003-10-03","-1","-1"
"http://dbpedia.org/resource/Foolproof_(film)","http://dbpedia.org/resource/Ryan_Reynolds","2003-10-03","-1","-1"
